CID,nnondet_g,nnondet_r,nnondet_i,nnondet_z
1900617,29,48,49,51
1900739,14,17,25,25
1900844,24,29,30,29
1900942,30,14,30,29
1901090,49,49,49,51
1901151,24,23,25,25
1901375,59,34,31,34
1901757,25,25,25,25
1901835,24,22,24,25
1901913,27,23,25,22
1904030,28,27,27,27
1904102,25,25,25,25
1904190,14,13,15,15
1904259,11,6,7,8
1904350,31,19,31,31
1904446,30,29,30,29
1905089,30,29,31,29
1905162,0,0,0,0
1905255,23,22,11,26
1905354,30,29,31,31
1906026,25,24,25,25
1906268,23,22,27,26
1906431,7,24,25,25
1906506,22,22,23,25
1906588,17,16,3,13
1907127,27,5,25,22
1908053,27,23,25,22
1908341,25,25,25,25
1908418,25,26,27,25
1908493,18,14,15,17
1909153,23,26,25,26
1909291,25,17,27,26
1909361,26,6,30,6
1910065,23,15,15,18
1910136,23,16,25,26
1911025,31,19,31,20
1912059,27,17,27,25
1912169,25,26,27,26
1912273,15,17,19,25
1913072,21,25,25,25
1913138,6,23,23,25
1913220,26,25,28,28
1913348,23,26,15,26
1914060,58,58,58,55
1915081,23,18,23,25
1915183,26,23,18,23
1916034,25,14,20,25
1916143,17,17,19,19
1916240,25,28,26,26
1916347,27,23,25,22
1918080,27,17,19,19
1920040,23,26,24,26
1920298,6,23,23,25
1920446,24,23,25,22
1921165,31,31,31,31
1921302,18,18,22,25
1921470,17,26,25,26
1922151,25,26,7,26
1922308,13,23,23,25
1922353,23,23,23,25
1922526,23,26,25,26
1923084,23,26,14,19
1923301,30,34,43,59
1924073,26,25,28,28
1925055,6,25,28,28
1926087,25,16,27,26
1926211,49,49,49,51
1927076,26,25,28,28
1927191,22,23,31,31
1928064,49,49,49,51
1928181,26,25,28,28
1929048,21,25,25,25
1929210,25,25,27,25
1930163,24,23,23,21
1931193,20,19,26,25
1933052,25,25,25,25
1933142,17,28,27,25
1933290,23,26,25,26
1934133,26,27,8,27
1934261,19,21,22,22
1934431,24,23,25,25
1935124,27,24,24,23
1935251,23,26,25,26
1935372,25,25,27,26
1936081,26,24,25,23
1936224,6,8,18,20
1936360,26,21,24,28
1937111,24,25,28,28
1938074,26,25,28,28
1938249,25,26,27,24
1939139,24,23,22,25
1940125,23,26,25,26
1941079,26,25,28,28
1941231,25,26,27,26
1942106,24,23,24,24
1943148,27,23,25,22
1944158,27,28,27,25
1945138,31,31,31,31
1946085,7,23,25,25
1946184,23,22,25,26
1946286,25,24,24,25
1947027,24,58,57,55
1947144,25,26,27,26
1948097,24,23,25,23
1948222,59,47,27,16
1948305,30,23,24,26
1948458,21,26,6,1
1949106,25,26,27,22
1950103,29,29,30,29
1951062,25,24,24,24
1952075,27,21,22,21
1954082,24,22,25,25
1955032,24,23,5,25
1955136,26,22,22,21
1956081,26,25,28,28
1956202,30,24,30,29
1958024,49,49,49,48
1958135,10,12,21,25
1959094,25,25,25,25
1960131,23,2,23,25
1961064,24,23,25,25
1961206,27,28,27,25
1962143,27,23,25,22
1964029,26,25,28,28
1965064,0,0,0,0
1967031,58,47,44,53
1969024,35,34,36,36
1976020,27,28,27,25
1983042,31,31,31,31
1246329,0,0,0,1
1246403,0,0,0,0
1246497,20,1,0,0
1246589,1,0,0,2
1246681,0,3,1,6
1246764,0,0,0,0
1246878,0,0,0,1
1246975,0,0,0,1
1247074,6,2,2,1
1247160,1,1,1,1
1247261,0,0,0,0
1247350,0,0,11,11
1247451,1,1,6,3
1247548,0,0,0,0
1247645,3,4,5,1
1247729,0,0,0,0
1247804,27,0,0,0
1247894,0,0,0,0
1248006,0,0,0,0
1248095,0,0,0,0
1248129,0,2,1,1
1248272,0,0,1,2
1248385,1,1,0,2
1248489,1,0,0,0
1248621,1,0,0,0
1248723,4,0,9,6
1248815,3,3,26,25
1248909,0,1,2,27
1249016,28,0,0,0
1249110,1,0,0,27
1249212,1,1,1,1
1249300,0,0,0,0
1249411,27,25,10,28
1249464,24,8,9,10
1249581,1,25,26,26
1249692,17,19,17,15
1249757,19,3,6,6
1249852,5,0,10,1
1249901,19,7,31,26
1249932,7,10,12,4
1250034,3,3,2,3
1250185,0,0,2,2
1250329,14,6,14,21
1250431,25,1,1,32
1250509,22,23,24,23
1250603,0,13,16,23
1250671,3,17,18,23
1250785,0,0,20,25
1250877,23,22,27,26
1250965,20,18,1,1
1251065,28,28,28,9
1251144,1,5,9,10
1251194,27,27,6,27
1251381,6,6,24,27
1251536,1,1,23,23
1251619,3,4,4,23
1251844,25,1,25,1
1252070,21,10,7,7
1252225,3,2,3,3
1252441,6,18,28,30
1252533,1,1,7,9
1252665,23,22,27,26
1252794,0,0,5,5
1252920,0,0,1,1
1253010,23,20,25,25
1253151,0,1,1,1
1253315,26,4,3,6
1253408,27,25,27,27
1253539,4,4,2,10
1253688,6,0,5,14
1253799,4,2,1,2
1253932,28,8,8,28
1254000,26,7,7,7
1254082,3,4,4,3
1254250,27,26,27,1
1254339,0,0,20,22
1254435,23,22,18,26
1254625,23,28,29,27
1254747,27,28,27,26
1254889,6,5,7,6
1255047,28,27,27,27
1255212,19,19,20,6
1255368,8,8,27,27
1255466,24,25,25,15
1255580,0,7,11,23
1255674,5,4,6,23
1255801,20,18,6,23
1255955,27,26,6,28
1256076,9,9,24,27
1256152,8,8,9,9
1256242,23,24,21,23
1256383,20,18,20,23
1256542,9,7,10,8
1256786,7,7,8,11
1256915,26,24,2,23
1257133,26,25,24,23
1257272,34,34,36,3
1257502,16,25,25,23
1257678,9,27,27,27
1257866,0,0,1,1
1258043,27,26,27,12
1258177,0,0,25,26
1258367,9,9,11,10
1258453,9,8,9,11
1258739,23,13,16,14
1259008,9,6,3,9
1259241,11,13,14,13
1259498,9,10,27,25
1259635,12,13,27,26
1259797,26,17,18,16
1259974,3,1,0,0
1260167,13,14,16,16
1260273,2,1,2,3
1260420,20,10,12,14
1260616,17,17,18,17
1260933,6,3,7,8
1261089,2,0,1,0
1261236,23,14,18,16
1261338,4,0,0,0
1261722,20,16,20,20
1262078,3,25,5,17
1262214,35,34,37,34
1262423,23,20,25,26
1262680,22,19,24,16
1262761,20,18,20,23
1263039,24,20,26,26
1263269,28,27,26,27
1263473,20,18,21,27
1263747,27,26,27,27
1263859,28,28,28,28
1264035,18,11,15,19
1264463,22,24,24,23
1264670,2,0,0,0
1265083,1,1,0,1
1265280,20,14,17,23
1265468,16,22,27,26
1265668,25,43,33,57
1265985,27,24,27,27
1266259,18,18,19,22
1266478,1,5,6,14
1266683,23,22,26,26
1266912,27,28,27,26
1267189,3,0,0,19
1267392,23,22,26,26
1267577,22,24,24,23
1271446,18,9,5,18
1273011,2,27,0,0
1273077,1,27,25,27
1273225,1,27,26,27
1273295,0,0,1,1
1273378,27,22,26,28
1273612,16,20,27,25
1273769,23,24,25,25
1273971,30,32,5,32
1274127,14,8,22,21
1274225,2,27,29,28
1274295,6,22,3,21
1274469,0,0,10,15
1274621,1,1,27,26
1274721,12,34,36,36
1274827,24,0,0,0
1274988,0,5,25,25
1275287,13,25,25,26
1275408,0,8,35,28
1275451,0,25,8,5
1275509,0,15,9,1
1275650,0,6,7,26
1275843,8,9,14,32
1276210,26,27,27,27
1276627,0,0,0,0
1276846,18,8,3,9
1277079,0,2,31,32
1277530,0,30,30,30
1278380,26,28,27,27
1278855,11,17,12,8
1279093,14,16,23,22
1279659,0,0,0,0
1280064,7,15,19,17
1280393,26,25,7,5
1280649,26,28,27,27
1280907,13,4,6,22
1281213,9,26,27,27
1281724,11,1,54,54
1282288,30,29,30,29
1282600,4,0,0,2
1282911,26,26,13,27
1283512,21,20,19,23
1283967,11,12,12,11
1284448,28,28,29,28
1284762,9,13,2,27
1285356,4,24,28,27
1285900,0,0,0,0
1286197,3,3,27,28
1286853,2,2,1,4
1287195,19,19,19,21
1287626,19,20,20,20
1287887,3,35,12,24
1288092,0,0,0,28
1288308,4,28,26,27
1288526,26,30,8,0
1288720,10,7,1,4
1288780,4,4,7,2
1288877,28,11,9,30
1289022,19,6,4,19
1289129,4,0,0,0
1306953,18,23,24,23
1307549,20,18,19,22
1308074,18,17,20,23
1312513,28,26,29,26
1312825,20,18,19,23
1313875,0,2,23,25
1314983,28,27,26,27
1316079,0,0,0,0
1289921,0,0,0,0
1290002,1,1,0,24
1290082,1,0,0,6
1290172,1,3,2,2
1290323,52,0,0,4
1290438,1,1,2,26
1290652,24,24,8,25
1290775,1,27,26,25
1290853,0,0,0,0
1290948,0,0,0,0
1291059,0,0,0,5
1291159,1,0,1,28
1291258,0,0,0,0
1291324,3,1,12,16
1291408,0,0,0,0
1291498,26,25,25,25
1291593,0,0,3,2
1291685,0,0,0,3
1291803,0,25,23,25
1291891,0,3,2,4
1291972,16,15,27,26
1292126,0,0,1,1
1292293,0,0,6,5
1292369,0,0,12,9
1292474,0,0,0,0
1292635,25,25,10,4
1292758,1,23,27,27
1292886,27,27,0,27
1292990,0,0,0,0
1293100,8,0,1,1
1293193,20,0,0,0
1293265,1,11,9,28
1293330,25,27,20,28
1293468,26,26,1,27
1293804,27,28,27,26
1293956,0,24,5,6
1294207,0,6,6,4
1294460,24,23,24,25
1294637,1,1,3,1
1294695,1,19,18,22
1294816,0,0,4,8
1294948,1,2,3,3
1295207,27,27,27,27
1295311,1,0,0,0
1295417,20,19,19,1
1295512,4,8,4,1
1295697,4,10,19,25
1295844,4,5,5,5
1296042,4,7,7,3
1296182,1,2,6,22
1296373,25,25,26,25
1296534,0,25,23,25
1296739,27,28,27,28
1296911,4,2,3,4
1297098,18,17,27,27
1297259,0,0,1,1
1297354,2,2,0,7
1297424,4,8,27,28
1297522,14,14,19,6
1297673,9,12,4,12
1297815,24,24,4,2
1298057,26,25,25,25
1298340,4,4,5,5
1298669,6,12,27,26
1298807,11,4,5,5
1298944,27,28,28,5
1299077,27,14,28,28
1299168,20,2,3,4
1299301,20,20,19,22
1299452,26,25,25,25
1299627,0,1,0,4
1299717,4,2,19,22
1299780,3,7,8,9
1300013,24,24,25,2
1300191,24,25,24,24
1300390,8,8,10,10
1300498,0,0,0,0
1300645,25,26,27,26
1300823,20,20,19,22
1300953,3,24,25,23
1301353,24,25,0,24
1301628,24,24,8,25
1301828,6,6,6,6
1302069,3,27,7,28
1302372,12,13,24,25
1302662,34,36,37,37
1302836,7,7,7,6
1302940,0,1,5,2
1303082,13,12,25,25
1303188,4,27,27,27
1303332,27,27,26,26
1303500,17,15,22,29
1303588,7,27,27,28
1303700,9,7,8,7
1303812,24,24,25,25
1304091,26,30,30,31
1304441,3,6,6,7
1304570,24,25,8,24
1304705,7,11,13,15
1304804,27,27,28,28
1304895,26,12,11,13
1305054,22,8,9,12
1305162,25,25,27,25
1305299,25,10,27,25
1305415,4,20,19,22
1305578,24,12,8,25
1305727,24,25,24,24
1305878,16,25,27,25
1305979,0,15,24,26
1306936,24,24,12,8
1308382,0,25,23,24
1308874,27,27,27,27
1309323,12,12,13,13
1309460,15,15,15,26
1309665,26,25,25,25
1309939,24,24,12,25
1310170,13,18,24,24
1310303,23,11,14,13
1310450,26,28,15,28
1310758,12,19,21,22
1310997,12,11,12,25
1311091,24,12,12,25
1311278,24,24,25,11
1311400,22,23,23,23
1311524,25,13,14,25
1311616,13,12,27,25
1311707,14,14,15,15
1311849,20,9,13,22
1312220,9,24,25,23
1312407,20,20,19,22
1312892,11,10,19,22
1313059,52,51,53,53
1313267,54,54,52,52
1313459,22,13,25,23
1313783,27,28,28,28
1314112,20,20,11,14
1314312,26,24,13,1
1315212,18,14,23,9
1315788,5,5,10,28
1315938,54,54,53,52
1316446,24,14,16,25
1316911,25,25,27,25
1317375,25,22,26,26
1317631,20,13,13,16
1318189,26,25,25,25
1318597,18,21,28,28
1318986,25,18,19,19
1319691,0,0,0,0
1319895,18,27,28,28
1320121,53,54,53,52
1320307,19,31,31,31
1320469,15,0,0,0
1320843,22,17,18,23
1321233,24,24,26,25
1321552,27,28,27,26
1322027,24,25,27,25
1322343,23,0,25,26
1322793,27,25,24,26
1322932,32,31,28,28
1323300,21,27,27,26
1323840,25,13,20,11
1324274,27,28,23,26
1324500,21,20,21,23
1324692,24,19,21,21
1324895,22,24,25,23
1325137,20,20,19,22
1325377,22,23,20,18
1325581,18,19,19,20
1325830,26,7,25,25
1326007,27,23,25,22
1326158,24,24,26,24
1326273,22,19,22,21
1326457,27,27,27,23
1326692,22,22,24,23
1326893,16,15,15,20
1327117,20,20,19,22
1327319,34,29,31,28
1327542,22,24,24,20
1327800,26,25,25,25
1327961,27,23,27,28
1328241,24,24,25,25
1328678,27,27,28,28
1328935,24,24,25,25
1329397,26,16,26,27
1273117,32,32,2,32
1275748,9,6,0,1
1276843,0,0,0,1
1277733,3,1,1,0
1277821,0,0,0,0
1277893,0,0,0,0
1277961,0,0,1,0
1278062,2,3,10,25
1278518,0,0,0,27
1278627,5,2,0,0
1278993,25,26,0,0
1279431,10,9,8,9
1279488,0,0,0,0
1279605,17,0,1,1
1280228,0,0,0,0
1280373,22,23,0,0
1280808,21,0,0,20
1281039,2,2,7,32
1281140,28,0,29,28
1281345,0,1,1,1
1281516,26,25,25,25
1281612,25,22,1,1
1281683,3,3,3,26
1281879,1,1,4,3
1282003,2,1,6,6
1282137,24,25,25,26
1282437,6,14,0,6
1282544,24,26,25,24
1282713,1,1,4,22
1282971,12,11,12,12
1283107,0,23,25,1
1283207,22,23,2,20
1283293,0,3,4,17
1283438,30,4,4,2
1283855,32,2,31,32
1284594,0,10,20,28
1284837,3,9,11,31
1285259,63,13,13,15
1285820,1,4,4,4
1286204,1,0,0,0
1286435,21,6,5,22
1286703,6,6,25,26
1289371,30,31,3,0
1289490,32,23,14,24
1289669,24,25,5,12
1291794,4,4,5,5
1296941,3,24,0,25
1302451,25,30,30,30
1303938,0,0,2,2
1304179,25,26,28,27
1304354,0,0,0,0
1306360,4,3,3,4
1306732,30,29,2,2
1306994,0,0,0,0
1307469,24,25,25,25
1307723,25,3,21,6
1308143,3,4,23,22
1308698,1,6,63,3
1308884,3,5,3,2
1309009,4,26,28,27
1314086,1,1,2,1
1314415,0,23,24,25
1314849,4,24,24,23
1315554,28,28,29,28
1317639,5,8,9,19
1318050,20,17,6,17
1318822,24,26,24,22
1319186,22,4,8,6
1322137,5,30,30,30
1323203,4,15,2,13
1323705,24,23,25,25
1328196,63,63,51,63
1329009,21,14,18,13
1329095,49,55,16,51
1329273,7,10,10,8
1329870,26,28,27,27
1330121,7,29,6,28
1330323,10,28,29,28
1330476,28,28,29,27
1330659,23,24,9,7
1330827,0,0,0,0
1331081,0,0,3,4
1331295,24,24,25,25
1331502,22,23,22,20
1331707,63,33,62,63
1331876,10,19,24,26
1332028,22,6,5,23
1332207,0,1,2,29
1332374,28,28,29,13
1332571,24,25,27,7
1332704,0,0,1,4
1332870,13,11,13,15
1333096,26,30,30,0
1333235,11,25,25,25
1333327,49,5,49,51
1333476,9,13,12,10
1333614,30,8,13,12
1333732,12,24,14,23
1334008,32,32,17,32
1334330,1,0,0,0
1334525,9,2,13,2
1334665,25,14,16,27
1334808,18,8,17,17
1335019,19,21,22,32
1335209,24,25,26,26
1335386,14,13,22,29
1335568,25,26,28,27
1335678,26,25,27,15
1335802,25,24,24,25
1335972,32,25,30,32
1336257,12,3,9,1
1336454,14,18,25,25
1336698,15,19,28,27
1336882,13,27,28,27
1337124,27,28,24,27
1337234,24,24,23,24
1337326,24,25,25,26
1337465,22,26,23,22
1337684,23,25,25,6
1337865,25,26,28,27
1338041,0,11,9,14
1338223,32,24,17,32
1338428,27,37,36,47
1338552,25,17,24,22
1338762,21,19,20,20
1338937,22,26,17,15
1339130,24,25,27,26
1339278,24,24,30,30
1339412,22,23,22,20
1339558,8,7,9,0
1339714,24,32,31,27
1339918,24,25,26,26
1340226,20,19,25,25
1340444,30,29,29,21
1340652,22,23,17,20
1340842,14,18,17,22
1340992,28,28,29,28
1341132,27,28,28,28
1341345,22,26,17,22
1341575,25,21,22,25
1341805,22,20,19,17
1342041,21,20,25,25
1342279,19,20,26,21
1342598,11,32,23,32
1342810,25,21,24,27
1342988,18,28,19,28
1343116,32,26,24,29
1343195,21,23,21,14
1343314,28,28,29,28
1343560,32,28,30,31
1343811,25,24,25,25
1344193,24,23,25,25
1344496,24,25,22,22
1344689,24,22,27,27
1345160,26,27,27,27
1345343,32,32,31,32
1345523,32,32,31,28
1345706,22,25,26,24
1345998,30,27,30,30
1346421,19,20,19,18
1346670,30,31,31,31
1346925,28,28,27,28
1347046,20,21,22,20
1347238,22,22,21,20
1347502,24,25,23,25
1347763,23,25,22,21
1348154,23,26,25,26
1348424,22,22,22,20
1348599,25,24,25,25
1349126,24,18,27,23
1349291,54,11,52,49
1349423,24,25,24,23
1349611,53,56,53,51
1349778,5,16,20,20
1349901,19,2,3,9
1352043,57,58,58,55
1366141,2,2,2,25
1366273,68,64,1,0
1366417,1,17,11,12
1366593,32,29,31,26
1366791,23,20,25,26
1367234,0,0,0,0
1367393,32,29,1,0
1367571,2,1,1,2
1368097,30,0,0,0
1368255,26,0,0,2
1368419,0,0,0,0
1368631,28,13,1,9
1370181,26,0,1,1
1370319,30,31,1,31
1370464,25,24,13,18
1370680,0,24,25,23
1370872,26,24,1,2
1371009,32,29,2,2
1371174,26,0,0,0
1372087,29,2,0,0
1373027,52,2,59,63
1374021,27,25,26,28
1375080,0,1,9,9
1376114,30,30,11,7
1376221,32,29,31,26
1377127,26,30,1,32
1380089,26,1,30,32
1380207,25,2,28,30
1381098,25,30,0,32
1382070,26,24,25,23
1384017,24,21,27,0
1385074,26,24,25,1
1385244,32,29,31,26
1387045,7,0,25,22
1387169,2,2,2,2
1388103,18,18,1,1
1389143,2,3,2,6
1389284,25,29,4,30
1389408,22,19,3,13
1390110,1,13,15,16
1390216,32,29,30,26
1390310,60,63,63,0
1390434,32,29,31,26
1391119,26,8,1,5
1392058,25,26,27,10
1392192,30,29,30,23
1392299,47,6,6,11
1394032,25,26,23,21
1395057,30,31,14,27
1396048,2,0,0,0
1396213,26,6,6,1
1400026,68,9,14,12
1402110,12,5,4,5
1406038,14,17,14,4
1407059,1,12,0,19
1409024,4,5,2,8
1410080,4,17,17,3
1412021,4,23,4,14
1413048,31,5,7,0
1416042,17,5,3,3
1418073,17,19,5,2
1419084,24,29,29,23
1420085,31,31,16,4
1421022,19,20,18,2
1421193,20,20,22,20
1422152,0,0,15,14
1423125,0,1,16,0
1430084,54,0,50,52
1430218,5,30,29,32
1431067,8,10,25,26
1431220,27,25,6,7
1432065,63,62,63,59
1432182,23,13,25,26
1433031,9,8,7,23
1433162,23,26,21,13
1434030,2,19,13,2
1434162,27,25,6,28
1435018,35,34,36,36
1435193,4,7,14,6
1439024,26,24,25,9
1440097,24,23,25,25
1442056,25,6,23,26
1443071,6,24,25,21
1444082,27,7,7,28
1447029,26,24,25,23
1447134,37,58,56,55
1448074,7,34,36,36
1449078,8,8,8,8
1450078,35,34,36,36
1451084,2,6,6,10
1453032,25,1,22,25
1455051,29,30,31,11
1456064,23,23,23,1
1457067,26,31,30,31
1461029,48,24,49,48
1466071,15,14,8,30
1468022,1,12,25,25
1470032,9,11,7,22
1472036,1,13,34,33
1479074,0,0,0,0
1481051,26,24,22,23
1484060,23,22,6,11
1485076,23,26,15,6
1488060,26,25,28,28
1492035,27,23,1,22
1500036,35,9,10,17
1501051,23,26,25,26
1502058,30,32,31,10
1503111,30,14,18,18
1504150,23,23,23,18
1511024,26,11,26,28
1513032,30,31,9,10
1515066,0,18,19,22
1517045,26,25,26,27
1522050,28,14,13,30
1527041,8,25,26,28
1530081,48,49,1,51
1531070,24,0,27,26
1532063,23,23,16,25
1533163,25,30,30,32
1536058,26,30,17,32
1537083,1,3,0,3
1541027,28,28,26,28
1547071,15,14,15,13
1549077,10,8,6,2
1551036,26,25,28,18
1552131,35,34,36,36
1557017,32,34,36,36
1559135,26,24,16,23
1560056,16,26,26,19
1561045,1,23,23,25
1562156,23,26,11,26
1564069,6,1,1,28
1567038,22,21,6,17
1568055,31,31,29,17
1572029,5,4,1,20
1575031,30,31,31,31
1576084,26,25,28,28
1578057,25,29,28,30
1579087,26,16,16,23
1582045,26,24,25,23
1588033,23,25,25,26
1589107,27,27,28,28
1590119,17,9,16,15
1593017,17,0,2,0
1595020,30,21,23,23
1595150,23,26,10,31
1598044,19,19,19,17
1602033,26,16,16,17
1609027,23,12,25,26
1613054,26,30,18,32
1616030,25,29,28,30
1619027,25,25,25,24
1621061,27,25,17,20
1625025,17,24,25,23
1628050,0,0,8,11
1633019,0,25,28,28
1636021,35,24,25,26
1637072,30,31,31,25
1639055,30,29,30,22
1640124,32,28,31,26
1641170,25,26,27,3
1641356,20,22,22,23
1642139,17,22,19,17
1643213,32,19,21,19
1643327,30,31,19,23
1644182,24,21,22,26
1644301,30,32,31,32
1645164,28,28,29,28
1646021,30,26,31,31
1647081,26,24,25,23
1650046,25,26,27,26
1652158,0,1,9,9
1652245,17,23,25,23
1653166,29,27,15,19
1654092,28,30,29,30
1655099,24,21,31,26
1655249,30,32,31,32
1657028,20,4,3,25
1658064,21,32,31,32
1660087,23,26,25,26
1662096,23,24,23,23
1663135,24,23,25,25
1667029,26,21,25,23
1673022,9,23,25,24
1674074,35,27,29,29
1676060,19,23,25,24
1682024,25,25,25,25
1689020,29,27,29,29
1697025,26,19,25,23
1699128,32,29,27,26
1701077,23,26,22,20
1702056,35,34,36,36
1703100,28,28,29,30
1705099,26,23,23,23
1706116,26,23,25,22
1709073,27,23,25,22
1712075,14,4,15,23
1719022,26,25,26,28
1721103,31,31,31,31
1728036,25,14,25,25
1732045,30,31,31,31
1734038,17,30,31,24
1739028,0,0,0,0
1745019,25,29,28,28
1755047,27,8,19,9
1770196,49,33,2,51
1770281,2,0,7,13
1770379,0,1,23,2
1770639,0,2,3,6
1770774,0,1,0,0
1773079,0,0,1,6
1773184,27,0,3,22
1773300,25,25,25,25
1774124,27,0,25,22
1776135,0,1,1,28
1776327,0,7,9,10
1777153,26,0,0,0
1777369,0,0,0,0
1780047,0,0,0,0
1780135,22,20,22,14
1780211,25,25,25,25
1780294,12,17,23,23
1780475,1,1,1,1
1783039,23,23,23,25
1783132,26,25,28,28
1784141,26,25,28,25
1786067,24,8,27,25
1790074,49,13,49,51
1791018,26,24,25,23
1791116,3,3,4,4
1793029,25,26,27,26
1796040,27,23,10,22
1803040,0,17,22,25
1810096,30,29,21,29
1810272,26,27,24,26
1811078,25,26,27,26
1812054,23,22,23,25
1813070,25,26,27,26
1815028,20,17,31,31
1817028,26,15,10,9
1817305,26,25,28,28
1829018,26,25,1,28
1833029,1,25,25,25
1833165,27,5,5,5
1833564,5,5,6,5
1835052,25,25,25,25
1837109,31,31,26,31
1840022,24,16,26,26
1847031,24,0,5,5
1847197,24,23,0,25
1847308,27,22,25,22
1848104,23,26,5,6
1848282,25,26,27,26
1848359,27,0,25,22
1849114,28,30,30,30
1849270,23,26,25,26
1850069,49,49,48,51
1850154,27,6,7,5
1850282,9,26,16,26
1850529,24,23,25,24
1851096,6,23,23,25
1851157,27,28,27,25
1852034,13,12,12,19
1852117,23,23,23,25
1853215,23,26,25,22
1854339,24,0,25,21
1860042,5,23,17,22
1861099,47,50,50,48
1861186,8,6,28,28
1861301,27,28,27,25
1861433,27,22,16,9
1862053,23,26,25,26
1862172,22,21,24,24
1862262,30,29,30,29
1863018,31,31,31,31
1863084,25,25,15,28
1864091,27,23,25,22
1867091,25,26,9,26
1871033,28,30,29,30
1872144,31,31,31,31
1874058,31,31,31,31
1876263,25,15,14,25
1876414,26,10,27,27
1876533,11,5,4,5
1876623,49,49,49,51
1876709,23,26,24,26
1878148,9,10,9,10
1878256,1,1,1,1
1878354,5,24,28,28
1878498,27,6,25,22
1878567,27,23,25,22
1878662,25,26,27,26
1878737,23,26,25,26
1879240,31,31,15,31
1879397,24,25,11,10
1879536,25,25,22,25
1879640,31,31,15,15
1880178,23,26,25,26
1880329,23,23,23,25
1880441,24,23,8,25
1880562,25,25,13,24
1880640,11,27,10,5
1880739,30,21,30,22
1881100,23,23,25,24
1881190,0,15,27,22
1881277,31,31,15,31
1881359,30,29,30,29
1882074,26,25,28,28
1882165,23,23,20,25
1883041,26,18,28,28
1883127,23,23,23,25
1883216,9,12,15,13
1883287,31,9,31,31
1885030,27,27,20,22
1886091,28,30,29,30
1888021,23,14,23,25
1889060,24,19,25,25
1889130,24,25,27,25
1889223,31,17,31,31
1890073,26,25,28,28
1890146,11,16,25,26
1891033,0,0,0,0
1891108,26,25,28,28
1891221,19,26,25,26
1892031,24,19,25,25
1892110,23,10,25,26
1892201,23,26,25,26
1893050,30,27,30,29
1894098,26,25,28,28
1894205,28,30,30,12
1894276,24,23,25,25
1895053,30,31,31,31
1895135,24,23,24,25
1895225,7,25,22,22
1896025,49,49,49,51
1896096,0,0,0,0
1896192,0,26,27,25
1896244,13,13,16,29
1897078,23,18,23,25
1897150,22,21,6,20
1897242,31,17,31,31
1897315,30,13,16,29
1898082,26,25,28,28
1898210,23,26,25,26
1899019,25,24,25,25
1899086,19,12,12,17
1899155,25,6,27,26
1899278,24,23,24,15
1899407,0,0,0,0
1900092,27,28,25,25
1900200,23,26,25,26
1900620,13,14,23,25
1900741,24,23,25,25
1900856,30,15,30,29
1900951,27,28,27,25
1901093,30,31,31,9
1901152,0,0,0,0
1901376,27,15,14,14
1901759,23,23,23,25
1901844,24,13,15,15
1901919,16,13,30,29
1904031,25,25,22,25
1904105,28,27,27,27
1904194,14,13,25,21
1904261,27,28,13,25
1904352,31,19,20,31
1904448,14,16,7,7
1905090,23,23,23,25
1905164,25,26,27,26
1905256,18,16,23,24
1905356,17,17,12,13
1906027,8,26,25,26
1906271,27,28,27,25
1906433,15,23,23,25
1906508,30,31,31,31
1906591,27,23,24,19
1907128,27,23,25,22
1908071,14,6,27,25
1908344,15,25,25,25
1908422,16,16,15,13
1908495,23,16,25,26
1909157,23,26,25,20
1909292,26,25,28,28
1909365,23,25,5,22
1910067,2,2,2,15
1910137,23,26,25,26
1911028,20,20,20,31
1912060,11,28,27,25
1912172,25,26,27,26
1912275,30,29,30,29
1913073,30,31,31,31
1913139,23,23,23,25
1913222,26,25,28,28
1913350,0,0,0,0
1914061,58,58,58,55
1915084,6,3,0,3
1915184,21,15,16,17
1916036,25,25,25,25
1916147,25,5,27,26
1916242,8,12,24,24
1916361,0,0,25,22
1918092,27,23,25,22
1920045,26,25,28,28
1920303,49,49,49,51
1920451,27,23,25,22
1921166,30,30,30,31
1921306,18,18,18,25
1921471,17,20,23,22
1922154,25,26,17,26
1922309,23,22,21,25
1922354,23,23,23,25
1922528,17,20,19,20
1923095,26,25,28,25
1923304,30,17,22,20
1924074,25,25,28,28
1925057,26,25,28,28
1926102,19,25,27,26
1926212,25,25,23,25
1927077,25,25,28,28
1927194,27,27,14,2
1928066,25,25,25,25
1928182,26,25,28,28
1929049,21,25,25,25
1929216,22,20,24,24
1930165,25,21,22,26
1931196,5,23,25,25
1933054,25,25,25,25
1933144,27,28,27,25
1933294,27,23,25,22
1934135,31,31,31,31
1934263,19,21,27,25
1934435,20,23,25,25
1935126,24,31,31,31
1935252,23,22,25,26
1935382,21,22,26,25
1936082,20,20,20,25
1936246,23,26,25,26
1936362,26,25,24,28
1937115,24,23,25,25
1938076,5,30,30,32
1939020,27,23,25,22
1939143,20,23,25,25
1940126,27,25,26,28
1941081,0,0,0,0
1941232,24,22,19,25
1942109,23,24,23,18
1943149,27,23,25,19
1944161,22,26,23,22
1945141,30,29,30,29
1946093,27,24,26,28
1946191,23,26,25,26
1946287,25,25,25,25
1947028,15,28,27,25
1947146,25,26,27,26
1948113,25,26,23,26
1948223,31,31,30,31
1948317,23,23,23,25
1948459,21,26,27,26
1949108,25,26,27,26
1950104,24,21,30,29
1951064,27,28,27,26
