CID,minmag_g,minmag_r,minmag_i,minmag_z
1285466,23.048054973915672,22.806658036869816,21.775247595678433,22.419763217367745
1286082,22.435302291766583,22.130809189397254,21.16407791287273,22.260420937654168
1286395,23.10808652853757,23.213567926129592,22.36586360427313,22.237246888625894
1286900,22.53644504273271,23.06104668954721,22.237417374016015,21.038239285222538
1287301,23.489326839210058,22.63538108573971,22.481163955256854,22.448061279516104
1287730,22.544797030929324,21.885663266358534,22.779537219548537,22.98629882933134
1287959,23.16550270002036,22.222600297187803,22.049757027549767,22.11958502331111
1288124,22.102436271937737,21.65635184677336,20.78352103384624,20.285438318757663
1288352,23.498684003171224,21.965940016459783,22.64786244260058,22.648658984397787
1288610,21.70672244948297,22.688294069022277,-99.9999,23.169779905984985
1288744,23.55684511603546,22.744475877443094,20.597700430913363,22.378798381316244
1288794,21.02142017102978,19.65637734164916,20.681207855558053,20.78535467041483
1288911,24.344821968456767,23.616961746494656,22.99954812275375,23.11435856584457
1289060,21.39055215269645,21.096888664852116,20.140596150635716,20.622456959231478
1289159,23.582051643276085,22.00604057741056,23.127399328241356,22.747199138056523
1307205,21.965409029186816,22.388160756373733,22.481057254239154,21.443976858475754
1307683,24.338250519582136,25.119981526575216,24.985119282781543,24.078724951011342
1308200,24.156801209905147,23.82456200836205,24.565796275678853,24.299464926654
1312562,23.108637929099974,22.00088626729958,22.76022873235344,21.41397698103125
1313577,21.199741398322537,23.751813545269457,22.458356637944497,22.373857263035674
1313978,23.232480540086115,23.501438676557683,23.483643542163577,20.72599838675631
1315010,23.522895413045994,22.539379512274476,22.90413682806002,23.304432673317763
1316121,23.83120171502518,22.076181276116767,22.52784486343373,22.66374124712489
1289963,21.773188799951942,21.93201923371491,21.794237929073574,21.926051343335885
1290029,22.63680873078101,22.986638722021127,22.974351478845602,22.88117631423715
1290100,23.12770897458897,22.56544918911829,22.328329641785253,22.181670976549945
1290217,22.25105734770823,22.019696944670738,22.263909529955107,22.351848989695675
1290358,22.95486436505294,23.232629766059652,22.75550630695966,22.55673150620766
1290489,22.57052356923443,22.13530050882345,21.90588935590202,21.972198646854878
1290715,23.130655027721517,22.198400678961086,22.6292610674325,21.80821376342427
1290791,23.16162163707802,22.334278386835727,22.074639193391608,22.708799328424885
1290877,19.84222979250345,20.927087856981714,20.603855778473836,22.141370002445925
1290991,23.125292209270057,22.045605341328308,23.499201675620846,23.146195270565528
1291086,22.745414630790947,23.478417526274907,23.302180084166462,21.9105478241811
1291201,22.57087120506116,22.760863625467813,22.51014459251862,22.855689022579234
1291286,23.76844819489202,24.278594504015448,23.97377394999138,23.966708670289336
1291356,22.428368565917204,22.647999306640322,22.726069814231476,22.84783792361256
1291438,22.981974498829643,22.52883672401094,22.378410028918378,21.92266490428909
1291521,23.142755319180544,22.888838126493816,27.702501004178842,21.095011748586277
1291623,23.026048219588937,22.96230145400159,22.95909842075573,21.989700043360187
1291715,23.001045607075476,23.34388459802909,22.939799366517022,22.785565425204332
1291826,22.665788376050383,23.11978280185263,23.5471462525199,21.367813390610124
1291912,23.438547123583085,22.841886217200063,22.388650599018973,22.858011679679002
1292013,21.484586666808617,21.434331982150983,21.41333826569273,21.521162657279937
1292220,23.476147367956806,22.57522607061477,21.898626879293502,22.37472759270533
1292315,20.042039747661835,19.741773821105625,20.2442855047597,20.44829793965247
1292386,22.140979912906012,22.130191152548484,22.27092052343298,22.42887689319123
1292508,23.382594585494736,23.451536135275788,22.928124758240063,23.315536122910462
1292669,23.026136351104448,23.743044853894418,22.526698109815364,22.627049679327897
1292800,24.550617982756254,22.600298661834184,23.279083945356703,23.121186394191465
1292922,23.92094738093161,22.74151528305811,21.96163324284458,22.804902555512225
1293026,22.771923192554844,22.870035896459033,22.668840956271808,22.505245901309884
1293133,23.96994121739506,24.76373483386386,24.30100372523858,23.781093599359053
1293213,21.754614621692035,23.13852440961903,22.41222649263856,23.039937516693943
1293278,22.79686655396256,23.185792509801907,23.041509675427477,22.590282628826664
1293370,21.101999568293106,22.182805327911833,21.63431320964468,22.691643812020544
1293513,23.46086121283687,22.779888415461972,23.68923692788769,23.257231913057662
1293835,23.888912067483133,24.33931346167104,23.74437614521194,23.726187254765453
1294014,21.342845010575658,21.70223485172556,21.75417752981626,21.987801665598344
1294305,22.534392260851654,23.263377337880897,22.89034588859357,22.76562332793487
1294519,23.507655498357806,22.0618729740961,22.89749343326158,21.907775515745346
1294659,23.565645896199207,23.95027577231608,23.409005955225375,23.796644287868794
1294719,21.048428736078627,21.201907096257543,21.334796687224998,21.084761052305126
1294844,22.07163475828206,23.3524926574979,23.35246884984285,23.388509679874737
1294993,22.341197500775024,22.235713723572697,23.335695829031508,22.375404998443543
1295265,22.944776036698983,21.259440770369334,23.383157707643978,22.433054178351178
1295334,23.41504189046554,23.71515902896429,23.75684633473286,23.62914931720091
1295440,22.739564079289593,22.767830377622623,22.76231423042723,22.882457255161615
1295555,24.12806996538844,24.573685667192045,23.973014752862877,22.17408515683698
1295748,23.56834366712224,22.891046077489968,23.113040147835264,21.307486431466263
1295876,22.561960608840426,21.86750354960777,20.97090411969374,23.32645208783743
1296088,23.95756706849241,23.570553285268176,24.45267703727978,23.661479850211578
1296250,23.70899212888149,23.210179573058422,23.372799062471223,23.702432765141722
1296400,22.68133027831564,22.09329033530527,22.38845463544029,22.44671658628826
1296565,23.854727948457036,23.041098550510696,22.973948209234145,22.935704635259473
1296782,22.160419875718297,22.449200399106726,23.02354826646362,23.307352056519598
1297028,22.848361562941257,23.096872314228342,23.3137197603676,22.937993831613593
1297164,22.47467430696213,22.551573008412785,22.878788234408233,23.08884978108304
1297276,22.08008296651095,23.254487568444233,21.31734145571947,23.245907369388323
1297377,23.854690138347344,23.235896553301664,23.139932881704816,22.96399807310599
1297449,24.214541652156555,24.88904263231616,24.116604136183522,23.7698459887185
1297580,24.244172678289,23.284884785500182,23.569244415768168,22.870203840636666
1297722,21.88086456045244,23.37525182656121,23.47085101837053,22.762466310780614
1297873,23.107687413215587,23.161721490499296,23.02488555354377,22.456999141190412
1298120,23.420072259398985,23.47713497117601,23.645989493294085,21.18231149314573
1298422,21.825050808386692,21.967468052979974,22.41895680291808,22.137786454282143
1298686,22.78598922086069,23.207968211950718,23.12658692648961,23.084246788639533
1298863,22.176742230709873,21.904570990924633,22.800096723032972,22.4676961361386
1298961,24.30203080391963,22.978561134566498,23.128154245984852,22.440326246529168
1299119,23.759510040256096,22.624660095564685,22.9033651772935,23.14639216879333
1299190,23.27504171936685,23.586649854246716,23.193518014462434,23.25934935855134
1299339,21.98929296860515,22.630080791118154,21.229113451912056,22.722958915753512
1299504,23.892312140445686,23.211705114753308,23.68823097051497,20.508859055506623
1299653,22.842555832297307,22.813317199354728,22.063832852784955,22.625817655414775
1299728,23.717822269901692,24.25341304218891,23.885600408778423,23.89199904514981
1299797,22.85334125614396,23.57832255497526,23.169417799448755,23.110693887741355
1300087,23.735463792216052,23.148126414638227,23.086406087785114,21.989157310929613
1300221,24.68385971642049,24.795551933081168,24.660817013951906,23.69669704667716
1300439,23.14326570884305,23.380296160997815,23.34544463203097,21.49138362806031
1300547,23.33382205235285,21.948030559585312,22.545045982919582,20.208628266564524
1300706,24.651876956070982,24.581632806035913,24.806126048870517,24.485636147643344
1300836,-99.9999,23.707208279785263,24.749332176605996,23.00311449765101
1301041,24.455040617058906,23.548485770523246,23.444361297297107,24.111131760669668
1301431,22.455018155583918,23.386591721636854,23.006831147923208,20.86764449502002
1301710,23.436435897667906,22.381131417303415,21.970797309252156,22.336797822243113
1301922,21.602832005832738,21.72194022391886,22.33530411785652,22.863749080307244
1302127,22.785593673102262,23.782543157020605,22.479777659271058,23.091767021004497
1302415,23.882260037896557,23.296625506433443,23.380662604757333,22.37028655277532
1302709,22.41352911571594,22.678869540069208,22.68873321477911,22.582816131026753
1302887,23.272428954321715,22.913280789763018,23.077092299044057,22.184509080198673
1302968,23.225892443701788,23.14536868771311,22.67222018828027,22.33446481132189
1303118,24.11175441197208,22.7171880240261,22.799738930347893,22.731108850777485
1303220,22.019627187453665,21.953595595883435,23.18055738545543,21.96560811898379
1303379,24.106258695511098,24.133335333144498,23.68706393041182,23.09420405617342
1303524,23.7189561284979,23.86739251071296,23.529180646937625,24.14349922396057
1303617,23.26704614839299,22.8885896245147,21.587169582588274,23.174377072537524
1303734,23.22538406089021,22.796852282512987,22.37192569126709,23.372386765253317
1303854,23.873953797657972,22.472766717239047,22.894225942883097,21.633628603628814
1304217,23.81183924848749,23.300885255761987,21.330351041932,22.64428521853712
1304463,23.12612296969681,22.49274982847153,21.06605158390721,21.055007415472318
1304630,22.979185552511225,22.91050415191841,22.971498207639762,23.17048434792994
1304735,21.567996062298157,23.02108914633086,22.980266475321276,22.505780620413226
1304821,23.00209680046109,22.3893367502117,22.93867665392021,22.29276741677955
1304934,24.037280824360213,23.439011113421238,23.607556137342698,22.561719240900494
1305084,23.219638964462785,24.01050498459152,23.303863396449003,23.214825560052432
1305233,23.997662560472868,22.705186444838148,24.009283634828996,23.39213352889027
1305338,23.145526083557147,22.94134703225465,22.85698547817202,22.17103352940048
1305492,21.623895358662345,23.591504960839565,22.607239426678028,24.913228371647328
1305642,23.87414624607026,24.642853622216524,24.578977291200935,23.9925849960443
1305777,21.83913623237477,21.506497126618473,27.140901911813643,28.215916689043777
1305891,22.81992998556578,22.766469527338742,23.190417111721587,22.40245669500647
1306051,20.837690266404795,20.76585846965495,20.807786072323452,20.428849747756985
1307028,20.84213813040723,20.52049277107617,20.346447764929884,20.3507285688785
1308410,22.009006788906643,22.06136543437379,22.011842604144846,22.05825288470357
1309224,23.344782525645794,23.797648304378573,23.704505063912155,23.0744905829402
1309373,23.291436739164023,22.725441575872722,21.679917887416188,21.747099338826978
1309505,22.841930845360654,22.889179909610874,22.469172611049633,22.895928813786053
1309709,23.960022309418378,23.30115772291924,22.62142547822181,22.476479002120335
1310073,23.84329389376748,23.104329258139774,22.83482835098816,23.010543188792695
1310227,22.28054645547614,22.46643218232326,21.290996101801838,21.905135808476913
1310341,23.14905379566568,23.00494530266794,23.00839074053721,22.169831296739986
1310492,24.077656564388693,23.831460747879746,23.350470868224416,22.49913175828659
1310929,21.844168965443433,23.868655640176506,21.646908441903268,22.353555377166938
1311021,23.38217855241257,23.461966662996602,22.702291687979525,23.57125199470705
1311148,24.400437949279333,25.379789047822396,24.6066603447568,23.707538401167223
1311306,22.990606332332025,23.87560996984468,23.554147062904974,23.653974150030834
1311442,22.579762051647826,22.63096237864804,23.264803844798102,21.41745658726641
1311543,23.598171600295068,22.9032392455572,21.749761856690707,23.086760175754858
1311648,23.50916714924717,23.494578621552506,22.7576791002721,22.799810479452994
1311731,22.603709741442398,23.439810672135792,22.49199513369577,22.805535352745935
1311910,24.369931675868035,23.44789079949335,23.18867545839692,23.339594263095023
1312308,23.203745777831813,23.037797326034777,23.40165737419579,21.888565067956414
1312578,24.15455625175866,23.842770214750004,24.51656229846075,24.323826983867004
1312924,21.958529722311248,21.99561984305437,21.10244904304172,21.001984986423672
1313135,22.43203384540816,22.378604187753794,22.400671759753273,22.234947952149327
1313334,22.98446524521252,22.997314344343543,22.751680125305864,21.300593990700744
1313555,23.402953507930548,23.54033180798589,22.746871985901954,22.83700309363474
1313923,23.416909759042476,23.64811300012388,23.546662152702535,22.19930569915158
1314212,22.15266514935769,22.593603160510092,22.745414630790947,22.695731801221537
1314947,23.30111230697776,23.1952262636513,23.22610434014946,23.473349592275298
1315275,22.888480922781376,23.056324194594573,23.67091957398872,22.90838283065223
1315832,22.2176500597898,22.90468834314269,21.79044708514235,22.221675658239626
1316330,23.69823452306802,23.09309733914592,23.60430884857162,23.262894944373798
1316626,24.5243108586076,23.243062305247392,23.184404882993405,23.09837845104661
1317086,23.265374972764086,22.490164484565728,23.320101922021582,21.58333569828461
1317492,24.02111858347268,23.420452379209873,22.382884490135446,23.365955834374926
1317744,24.578167177664803,24.764870861225088,24.47400302836939,24.439768528764333
1318245,23.544642654051376,23.415218443191023,23.75105719817878,22.742899510392476
1318690,22.631489223925904,22.595960869052174,22.58948060758631,21.676098544561725
1319248,22.663615007536258,23.07818281327107,23.00447867243228,23.11445416561964
1319755,22.80582310981866,23.29719099994343,22.085109531992533,22.38786695683067
1319964,23.935553282847543,24.3782893999613,24.29446466734416,23.914056846874438
1320188,23.47938043783219,23.717122536559486,22.88606124652822,21.421349341694693
1320342,23.60247901464197,23.406275676218723,22.142150602238523,23.166846296614512
1320563,23.17354895235125,22.61197161922512,22.355264450688672,23.197494357655046
1321067,24.085999280229984,22.744135949636245,22.338574269389937,23.078904263431543
1321361,23.955324754808387,23.111799622589185,23.355544355471153,23.114148275964748
1321686,19.848822018005805,20.803999995678133,20.33804021840258,20.688368397616923
1322124,22.99628491769512,22.59068386172286,22.47001721335186,21.264543918709855
1322640,23.89819945670774,23.05127933784216,22.930607842553457,22.891699994776527
1322827,22.781533523892836,23.497676611974235,22.614393726401687,22.574121184902364
1323019,22.968986827305045,22.326384790299215,21.994392405937987,22.368553687388356
1323710,22.906849829256906,22.15764396806158,23.298300222328844,22.23767315230565
1323957,22.58149281209645,22.195444058119538,23.00097671190565,23.313260403360935
1324311,23.0477852101504,22.890470333621973,22.231975075880328,22.515098513858273
1324544,22.137086706623364,23.101567050511115,22.938253903764007,21.069680530307252
1324768,22.998310385409177,21.807295544685886,23.000787272727248,22.932692208521864
1324949,23.801277669709545,24.527889633632757,24.101977020589256,24.076774776403298
1325212,23.100471682530298,22.580112658593055,23.122977164689786,23.281846634391233
1325432,22.54700564274478,21.86653381753057,21.840614027899985,21.40955361256954
1325643,22.117445640934655,21.755325271500247,21.795939621399498,21.465368099892835
1325891,22.538839244200997,23.625928774378835,22.95436926577028,22.653975908534218
1326045,21.60945716445066,21.402458179031218,21.329611867580166,21.87627033568684
1326188,22.43817027586188,22.596981364806,21.155074680603825,22.970593441379215
1326324,24.423558409328148,24.73707643000167,24.20886843250836,24.334361944255875
