CID,TRANSIENT_NAME,RA,DEC
1371075,DES16E2dl,9.013275,-43.089462
1371077,DES16E2do,9.669836,-43.597576
1371078,DES16E2dk,9.450694,-44.741116
1371080,DES16E2dt,10.232445,-43.872753
1371083,DES16E2dq,10.353645,-43.916050
1371094,DES16X3kb,35.836475,-4.480439
1371100,DES16X3ks,36.386543,-4.719333
1371105,DES16X3um,36.109604,-4.162313
1371107,DES16X3eft,37.087730,-4.417200
1371110,DES16X3km,36.558056,-4.676567
1371111,DES16X3kq,37.188751,-5.151207
1371115,DES16X3kc,37.110504,-4.541516
1371121,DES16X3aeb,36.259277,-5.433005
1371123,DES16X3qi,36.989742,-5.272811
1371124,DES16C3dx,51.851917,-27.863527
1371126,DES16C3ea,52.936005,-28.254307
1371141,DES16S1ke,43.203751,0.943150
1371162,DES16X1kr,34.881489,-4.091733
1371170,DES16X1kg,33.673344,-4.792811
1371174,DES16X1kw,34.444550,-4.149115
1371189,DES16X1ki,34.733494,-5.182226
1371200,DES16C3dr,51.867718,-27.893749
1371206,DES16C3ds,52.917744,-27.303330
1371211,DES16C3dy,53.020615,-28.073441
1371213,DES16C3du,52.538532,-27.812714
1371218,DES16C3ec,52.617954,-27.458756
1372017,NULL,8.399127,-43.281792
1372022,DES16E2dv,8.854237,-43.812275
1372025,DES16E2ql,8.832058,-44.282055
1372026,DES16E2dz,8.840037,-44.292503
1372027,DES16E1ef,8.849627,-43.277100
1372029,DES16E2dw,9.075946,-43.356007
1372035,DES16E2amc,10.171942,-43.418354
1372036,DES16E2dar,10.189376,-43.419586
1372037,DES16E2dpm,10.465033,-44.609272
1372039,DES16E2bbm,10.218071,-43.441631
1372040,DES16E2eb,10.283832,-43.456696
1372041,DES16E2afo,10.311028,-43.404503
1372042,DES16E2amd,9.913881,-43.817730
1372045,DES16E1qo,6.850357,-42.702393
1372048,DES16E1qm,6.657234,-42.519112
1372051,DES16E1qp,7.886897,-42.671398
1372053,NULL,8.114034,-43.678371
1372054,DES16E1bxs,8.123803,-42.100056
1372055,DES16E1cex,7.782876,-43.213745
1372056,DES16E1amb,7.898555,-43.317497
1372077,DES16C2no,54.957546,-28.381432
1372078,DES16C2nn,54.091370,-28.877136
1372079,DES16C2nr,54.993427,-28.907398
1372087,DES16C2nm,55.061768,-29.098217
1372088,NULL,54.902802,-28.705751
1372103,DES16C3dpn,51.775982,-27.619902
1372106,DES16C2np,53.697693,-29.663908
1372115,DES16C3ei,53.024254,-27.918802
1372117,DES16C3qn,53.130539,-27.888681
1372123,DES16C3xo,51.814133,-28.624743
1372135,DES16C1ns,53.340588,-26.735291
1372143,DES16C1nt,54.031227,-26.310810
1372153,DES16C1nq,54.532032,-27.469011
1372155,DES16C3uo,51.818565,-28.348915
1372156,DES16C3qt,51.830734,-28.309326
1372158,DES16C3ee,52.279404,-28.816778
1372159,DES16C3ed,51.897053,-28.336811
1372161,DES16C3el,51.907139,-28.330904
1372166,DES16C3eg,52.569820,-27.991484
1372169,DES16C3qr,51.702435,-28.156553
1372174,DES16E1afp,6.644001,-43.178097
1372177,DES16E1ej,7.249073,-43.846661
1372178,DES16E1qq,7.005939,-43.184265
1372179,DES16E1aom,7.426218,-43.812340
1372182,DES16E1qu,7.346714,-43.202881
1372183,DES16E1ame,7.636960,-43.979618
1372184,DES16C3eh,52.472076,-28.368889
1372193,DES16C3em,52.516724,-27.291544
1372197,DES16C3ek,52.959091,-28.625067
1372200,DES16C3ada,53.028355,-28.623167
1372201,DES16C3acz,53.066879,-28.678684
1372205,DES16X1lk,33.771847,-4.734601
1372209,DES16X3kn,37.207401,-4.896949
1373027,NULL,34.921894,-5.792978
1373028,DES16X2up,36.374882,-5.976836
1373034,DES16X2uq,35.586765,-6.619053
1373040,DES16X3ko,36.983360,-3.992235
1373042,DES16X3kv,36.188419,-4.163720
1373048,DES16X2ur,35.569466,-6.852828
1373053,DES16X2us,35.516968,-6.593689
1373054,NULL,35.497994,-6.427450
1373059,DES16S1ku,42.224552,0.399662
1373063,DES16S1kt,42.781532,0.025907
1373067,DES16S2ll,41.394535,-1.051288
1373076,DES16S2li,41.810585,-1.502573
1373090,DES16S2kz,41.898586,-1.205550
1373091,DES16S2ky,41.124470,-1.294173
1373096,DES16X1kx,35.252998,-5.241331
1373098,DES16X1la,34.588142,-5.637716
1373105,DES16X1lo,34.342590,-4.354238
1373115,DES16X1lp,34.122765,-4.994991
1373122,DES16X1lr,34.278709,-4.621400
1373123,DES16X1qs,34.433979,-4.694845
1373128,DES16X1ls,34.745705,-4.234257
1373142,DES16X1lv,34.581722,-4.580924
1373150,DES16X1qw,34.090534,-5.879606
1373155,DES16X1btf,34.196541,-4.554363
1373157,DES16X1lb,35.176445,-4.995509
1373161,DES16X1afq,33.757309,-4.525767
1373162,DES16X1lt,33.624714,-5.067231
1373164,DES16X1bbo,34.126106,-5.407344
1373173,DES16X3lc,36.441830,-4.036748
1373175,DES16X3lq,36.886356,-3.699496
1374021,DES16S2ld,41.978504,-1.207946
1374029,DES16S1lw,43.450092,0.172306
1374030,DES16S1le,43.448963,0.196797
1374031,DES16S1xp,43.449432,0.174040
1374032,NULL,42.228809,-0.389265
1374033,DES16S1lm,42.254223,-0.359705
1374034,DES16S1lf,42.270550,-0.350026
1374037,DES16S1lg,42.271233,-0.374576
1374040,NULL,42.309712,-0.356110
1374041,DES16S1lh,42.902012,0.197346
1374045,DES16S2lj,40.428986,-0.346099
1374056,DES16S2xq,41.088150,-0.716100
1374059,DES16S2lx,40.782326,-0.129011
1374083,DES16S1bbp,43.264179,0.371726
1374112,DES16S1yb,42.312923,-0.751778
1374125,DES16S2cti,41.021957,-0.944211
1375020,DES16S2xt,40.588882,-0.246635
1375021,DES16S1xs,42.716278,-0.761202
1375023,DES16S1bbq,43.452240,0.187884
1375025,DES16S2lu,40.472240,-1.426349
1375027,DES16S2aon,40.318066,-0.977381
1375031,NULL,41.317082,-0.286367
1375035,DES16S2ln,41.588692,-1.541025
1375044,DES16S2xr,40.872555,-1.168878
1375050,DES16S2bbs,41.068386,-1.523192
1375054,DES16S2bbr,41.864285,-1.142287
1375064,DES16S1ly,43.113613,-0.890854
1375067,DES16S2yg,41.958233,-1.373686
1375073,DES16S2eie,41.884518,-0.506208
1375077,DES16E2nw,9.523441,-43.847160
1375080,DES16C1ob,54.462925,-27.213835
1375087,DES16C3qv,52.231220,-29.034729
1375092,NULL,53.393345,-29.072247
1375095,NULL,53.747273,-28.284905
1375098,NULL,9.272970,-43.163052
1375100,DES16C3rb,53.614529,-27.776974
1376017,DES16C2nv,54.174709,-28.741036
1376019,NULL,54.632130,-26.626825
1376020,DES16C2nu,54.452000,-28.274948
1376021,DES16C1aft,53.561005,-27.285963
1376022,DES16C2ny,54.461304,-28.442053
1376031,DES16E2bxt,10.306637,-44.053219
1376061,DES16X3qx,35.538708,-4.230549
1376066,DES16X3rc,35.589272,-4.175135
1376069,DES16X3re,36.795307,-5.110011
1376072,DES16X3rf,36.932537,-4.118921
1376074,DES16X3fzx,35.800369,-4.013956
1376081,DES16X3ut,37.028847,-4.146377
1376083,DES16X3rk,36.687752,-3.922217
1376084,DES16X3qy,35.896225,-3.982201
1376085,DES16X3rn,35.897492,-3.967488
1376090,DES16X3rt,36.227242,-5.566494
1376092,DES16E1xu,7.277133,-43.594086
1376094,DES16E1afr,8.632725,-43.025906
1376097,DES16E1xz,6.713858,-42.870785
1376098,DES16E1xv,7.967380,-42.991928
1376100,DES16E1xw,7.454529,-43.324062
1376101,DES16E1rh,8.320899,-42.196281
1376103,DES16E1bsm,8.596487,-43.347130
1376108,DES16E1qz,8.314435,-42.833210
1376114,DES16E1ftd,8.516284,-42.815002
1376118,DES16E1dgt,8.160000,-42.118637
1376120,DES16E1rj,8.191790,-42.140545
1376123,DES16E1cun,6.855730,-42.458710
1376125,DES16E1gjv,6.960074,-42.358265
1376130,DES16E1das,8.065834,-43.232433
1376133,DES16E1ru,8.213372,-43.303715
1376134,DES16E1ra,6.703695,-42.772366
1376136,DES16E1cvq,7.192597,-42.832470
1376138,DES16E2rl,9.902658,-44.725124
1376139,DES16E2rp,9.850793,-44.780006
1376149,DES16E2afs,10.148830,-44.700943
1376150,DES16E2eif,9.636434,-44.368557
1376153,DES16X1rm,34.192093,-5.467097
1376162,DES16X1ats,35.267662,-5.053428
1376168,DES16E2rd,8.088785,-43.846073
1376172,DES16X1dyi,34.245773,-4.894574
1376173,DES16X1gvo,34.658707,-4.382528
1376176,DES16E2amf,9.293627,-43.680679
1376179,DES16X1rq,34.689476,-4.374062
1376180,DES16X1gvp,34.722061,-4.409215
1376183,DES16X1ro,34.904793,-4.408741
1376185,DES16X1yd,34.922535,-4.423447
1376187,DES16X1rs,34.899960,-4.403370
1376197,DES16E2xx,10.937593,-44.145878
1376198,NULL,8.432833,-44.372425
1376202,DES16X1rg,34.727371,-4.313851
1376204,DES16E2xy,10.055952,-44.892628
1376205,DES16X1rz,34.616512,-4.911948
1376207,NULL,9.669511,-44.723866
1376221,DES16C3ri,52.014576,-27.817860
1376224,DES16C3rv,52.656109,-28.342564
1376225,DES16C3rx,52.177074,-28.996561
1376226,DES16C3uv,52.722382,-27.711563
1376229,DES16C3ry,52.521736,-27.858055
1376235,DES16C3adb,52.284340,-28.277491
1376241,DES16C3yc,53.277058,-28.837820
1377024,DES16C2oc,54.288654,-28.750572
1377025,DES16C2nz,54.793209,-28.781988
1377030,DES16C3sa,53.178158,-27.314594
1377032,DES16E2oa,9.297980,-44.408791
1377033,NULL,9.272698,-43.163467
1377057,DES16X3sg,37.080593,-4.425085
1377059,DES16X3sc,36.163567,-4.645119
1377086,DES16E1ya,8.320840,-43.408562
1377087,DES16E1fte,8.503010,-42.626209
1377089,DES16E1sl,8.023514,-43.379990
1377090,DES16E1bjm,8.406563,-43.019363
1377105,DES16E1rr,8.460270,-43.586300
1377106,DES16E1sf,6.969304,-43.343014
1377107,DES16E1rw,7.383287,-43.355099
1377111,DES16E2yq,9.061728,-43.185658
1377114,DES16X1bjl,34.115238,-5.647209
1377115,DES16E2yf,9.888506,-43.025501
1377117,DES16E2sp,9.968305,-43.159149
1377118,DES16E2sw,8.824973,-44.403549
1377119,DES16E2sk,9.477716,-43.478279
1377120,DES16E2se,9.725221,-43.897697
1377121,DES16X1dyj,34.021126,-5.080844
1377124,DES16E2amg,10.250959,-43.378998
1377127,DES16X1dat,34.214081,-4.389479
1377130,DES16E2sj,10.457487,-44.182739
1377132,DES16X1com,34.328152,-5.491149
1377136,DES16E2cey,8.226099,-43.800324
1377144,DES16E2sm,9.037914,-43.963017
1377148,DES16E2eig,9.147239,-44.810806
1377158,DES16X1sn,33.740791,-5.408202
1377159,DES16X1sh,33.841427,-5.373737
1377161,DES16X1bbt,33.815033,-5.374396
1377164,DES16X1bjn,33.782967,-5.411409
1377168,DES16E2ye,10.711118,-43.627815
1377169,DES16X1yl,33.776783,-5.341764
1377175,DES16E2sb,9.671982,-43.716297
1377177,DES16E2bbu,10.558958,-44.600582
1377197,DES16C3sq,53.077374,-27.392639
1380032,DES16X3ta,36.235294,-4.487552
1380034,DES16X3tr,36.818745,-3.674386
1380038,DES16X3so,36.574890,-5.143550
1380046,DES16X3uu,36.125694,-4.778873
1380051,DES16X3sr,36.058220,-3.861125
1380056,DES16E1gaq,8.502269,-43.674488
1380057,DES16E1yi,9.074823,-42.787842
1380058,DES16E1ss,8.297262,-42.886105
1380071,NULL,8.726321,-42.852009
1380073,DES16E1fjn,7.536035,-43.018868
1380074,DES16E1ezk,7.638168,-43.019699
1380076,DES16E1yj,8.622960,-42.531876
1380079,DES16E1sy,6.502333,-43.009926
1380080,DES16E2sd,9.195661,-44.421700
1380084,DES16E2sv,9.741858,-44.806652
1380089,DES16X1eop,34.895153,-3.997112
1380091,DES16E2yk,10.677074,-44.313358
1380092,DES16X1cuo,35.112370,-4.754392
1380100,DES16E2cjp,8.254204,-43.590233
1380101,DES16E2su,8.855218,-44.248192
1380102,DES16E2ym,9.042439,-44.171646
1380104,DES16E2bbv,9.305643,-43.456589
1380109,DES16E2si,10.597618,-44.009918
1380110,DES16X1tk,34.189537,-4.213305
1380114,DES16E2tb,8.918763,-44.873653
1380115,DES16E2yu,9.590394,-43.779339
1380116,NULL,9.261905,-43.774887
1380122,DES16E2dyk,8.727077,-43.617359
1380124,DES16E1ami,8.794103,-43.615944
1380128,NULL,9.297230,-44.318440
1380158,DES16C3vp,52.842415,-28.738247
1380161,DES16C3tc,52.275528,-28.234289
1380162,DES16C3ti,52.767918,-28.086723
1380163,DES16C3te,53.360840,-27.922283
1380166,DES16C3dus,52.970390,-28.290472
1380167,DES16C3vb,52.879147,-28.709730
1380175,DES16C3ve,52.444111,-27.690926
1380176,DES16C3vg,52.489433,-27.723023
1380178,DES16C3uw,52.272389,-28.744406
1380185,DES16C3adc,52.282803,-28.279348
1380194,DES16X2vk,35.298733,-6.364914
1380196,DES16X2ux,36.349735,-6.528663
1380198,DES16X2vh,35.228638,-6.267513
1380199,DES16X2uy,36.472336,-6.198752
1380205,DES16X2vj,35.161545,-5.966508
1380207,DES16X2va,35.315411,-6.881108
1380218,DES16X3vo,36.929352,-4.690534
1380219,DES16X3amh,37.170509,-4.737005
1380221,DES16X3uz,35.972717,-5.041349
1380224,DES16X3vm,37.382202,-4.644580
1380225,DES16X3vc,37.447052,-4.615277
1380229,DES16X3vd,36.183903,-4.642006
1381020,DES16X3vn,36.522434,-4.967892
1381024,DES16X3eul,36.672146,-5.074615
1381025,DES16X3st,36.665070,-5.550980
1381027,DES16E1bbw,9.109370,-43.158562
1381028,DES16E1eqb,9.172506,-43.157223
1381029,DES16E1cjq,9.234299,-43.156853
1381032,NULL,8.665704,-42.196446
1381037,DES16E1dav,9.028539,-43.371891
1381040,DES16E1tf,7.248766,-43.121880
1381045,DES16E1ezl,7.230532,-42.524124
1381048,DES16E1afu,7.835352,-43.112667
1381049,DES16E1sx,7.653382,-42.035149
1381050,DES16E2tj,8.327563,-43.684380
1381055,DES16E1yn,7.567220,-43.943073
1381057,DES16E1tu,7.597985,-43.945450
1381058,DES16E2tl,9.955347,-44.209580
1381059,DES16E2yo,8.437976,-44.045704
1381062,DES16E2dau,10.050918,-44.524975
1381067,DES16E2sz,10.386918,-44.367676
1381071,DES16X1th,34.715282,-5.448120
1381083,DES16X1btv,33.723820,-4.964947
1381085,NULL,33.758297,-5.072216
1381090,DES16E2yp,9.987153,-43.895100
1381098,DES16X1dyl,35.003620,-4.861516
1381099,DES16X1fcz,35.056633,-4.893341
1381106,DES16E2tn,9.413246,-44.150269
1381114,DES16E2amk,10.062666,-44.252998
1381115,DES16E2tq,9.304646,-44.538746
1381116,DES16X1tp,35.124901,-4.307643
1381131,DES16C3vf,52.326695,-28.491404
1381133,DES16C3add,51.739109,-27.678232
1381134,DES16C3tt,51.619587,-27.887812
1381136,DES16C3tm,52.781696,-28.575411
1381137,DES16C3to,52.998718,-29.042170
1381139,DES16C3aro,53.360695,-28.298353
1381149,DES16C3aku,52.875271,-27.197994
1381152,DES16C3ts,52.086052,-27.295252
1381153,DES16C3ade,52.086971,-27.339092
1381158,DES16C3td,53.019791,-28.961960
1382022,DES16C3vi,52.907719,-28.990389
1382027,DES16C3vw,52.091000,-28.823841
1382032,DES16X2amm,36.234100,-5.880676
1382033,DES16X2amj,35.449921,-6.597620
1382034,DES16X2wc,36.045868,-5.825225
1382036,DES16X2aec,36.045799,-5.719798
1382039,NULL,34.816986,-6.115902
1382041,DES16X2foy,34.920128,-6.110345
1382042,DES16X2aeh,36.422669,-6.590340
1382043,DES16X2vl,36.196346,-6.867479
1382058,DES16X2aed,35.422398,-6.108589
1382066,DES16X3eih,36.103622,-5.343420
1382067,DES16X3vy,36.082176,-5.296023
1382069,NULL,36.139935,-3.629140
1382070,DES16X3wb,36.800896,-4.414742
1382073,DES16X3aml,35.825947,-5.249566
1382074,DES16X3btw,35.545986,-5.023825
1382077,DES16X3ys,36.391712,-4.427532
1382078,DES16X3yr,36.403027,-4.406462
1382081,DES16X3bth,36.398605,-3.862736
1382082,DES16X3vq,36.623436,-5.128285
1382085,DES16X3dkt,37.223076,-4.787566
1383018,DES16C3akv,52.663269,-27.761103
1383019,DES16C3vx,52.813408,-28.732195
1383022,DES16C3we,52.219933,-27.959618
1383024,DES16C3vr,52.454361,-27.960127
1383041,DES16X2wf,35.222504,-5.640749
1383045,DES16X2aeg,34.609882,-6.538146
1383053,NULL,36.112370,-7.167850
1383054,DES16X2cvs,36.165684,-7.178675
1383060,DES16X2wh,36.111397,-6.363504
1383067,DES16X2dks,35.182964,-6.754005
1383069,DES16X2crg,35.771198,-7.109154
1383072,DES16X2cdj,35.908615,-7.105725
1383077,DES16X3vs,36.066292,-4.331551
1383081,NULL,36.845020,-5.205787
1383083,DES16X3vt,35.597767,-4.797892
1383087,DES16X3dut,36.216656,-3.681495
1383088,DES16X3wm,35.677696,-3.965445
1383091,DES16X3dfa,36.834095,-4.951535
1383097,DES16X3wa,35.582771,-4.505756
1383100,DES16X3ww,36.405251,-3.998666
1383101,DES16X3wn,35.882126,-4.832441
1383103,DES16X3vu,35.760212,-4.889797
1384017,DES16C3wv,52.126888,-28.228769
1384018,DES16C3edk,52.839344,-28.080647
1384025,NULL,51.552059,-28.049967
1384036,DES16C3vv,52.935860,-28.804989
1384037,DES16X2wo,36.064282,-6.471576
1384040,DES16X2amn,35.774826,-6.980655
1384050,DES16X2wx,35.855408,-6.778359
1384062,DES16X2gjw,35.520466,-5.939769
1384065,DES16X2aee,35.402790,-6.501767
1384072,DES16X2foz,36.164722,-6.101137
1384073,DES16X2cup,36.189201,-6.148944
1384074,DES16X2btx,36.244335,-6.211997
1384075,DES16X3vz,35.568394,-4.653493
1384077,DES16X3eqc,36.546951,-4.260562
1384079,DES16X3yt,36.908764,-4.818268
1384081,DES16X3wq,36.202091,-4.983902
1384090,DES16X3amo,35.624893,-4.712199
1384091,DES16X3wl,35.589897,-4.655662
1385034,DES16X2wp,35.125675,-5.955219
1385050,DES16X3amp,35.713902,-5.080995
1385051,DES16X3wy,37.127136,-5.229903
1385052,DES16X3afx,36.642826,-4.748247
1385053,DES16X3wr,36.652237,-4.733852
1385054,DES16X3aef,36.691513,-4.695094
1385056,DES16X3afv,36.778736,-4.721135
1385060,DES16X3yv,36.808270,-3.725192
1385063,DES16X3wd,35.874268,-4.216148
1385066,DES16X3btg,36.818756,-3.710147
1385070,DES16X3cjr,36.082863,-4.162898
1385071,DES16X3wg,35.767277,-4.942970
1385074,DES16X3ws,36.000191,-5.381786
1385077,DES16E1bsn,8.116486,-42.052662
1385079,DES16E1cjs,8.169597,-42.048317
1385080,NULL,8.181177,-42.090004
1385085,DES16E1bbx,7.183988,-43.163693
1385088,DES16E2zk,9.880032,-44.051426
1385090,DES16E2yx,8.761240,-44.080593
1385094,DES16E2yw,8.704155,-43.326534
1385097,DES16E2yy,10.468151,-44.278889
1385108,DES16S1aoo,43.709019,0.174799
1385109,NULL,42.699184,0.085597
1385110,DES16S1dfb,42.503479,0.975591
1385112,DES16S1yz,42.637878,0.832999
1385122,DES16S2eii,40.443512,-1.587492
1385123,DES16S2eij,40.491360,-1.606110
1385138,DES16S2gpy,42.066128,-1.175560
1385160,DES16S2zc,41.806011,-1.130901
1385170,DES16S2za,41.836502,-0.641139
1385172,NULL,42.002907,-0.619218
1385177,DES16S1cjt,42.639374,-0.471516
1385179,DES16S1cvr,42.767174,-0.463427
1385187,DES16S1afw,43.139782,-0.089558
1385191,DES16S1abh,43.331997,0.531150
1385196,DES16C2zq,54.446362,-29.569998
1385199,DES16C1zb,53.829609,-26.261625
1385203,DES16X1bjo,34.114552,-5.719537
1385224,NULL,35.128285,-4.300872
1385229,DES16C2aix,55.171543,-29.380161
1385233,DES16C1dnh,53.827854,-27.405140
1385243,DES16C3zf,52.783066,-28.566176
1385244,DES16C3azs,52.252941,-27.658928
1386017,DES16X2wu,35.728653,-6.593332
1386018,DES16X2aej,35.887337,-6.716935
1386023,DES16X2aei,35.059403,-6.651106
1386032,NULL,35.829094,-7.157546
1386033,DES16X2bty,36.256126,-6.322595
1386034,DES16X2eik,36.300522,-6.388115
1386036,NULL,35.974247,-6.566160
1386043,DES16X3wt,36.237404,-5.545052
1386046,DES16X3bis,37.298409,-4.427310
1386047,DES16X3zd,36.735230,-4.419295
1386050,DES16X3bmx,35.956860,-4.623463
1386054,DES16X3wi,35.690342,-4.561779
1386055,DES16X3wj,36.573906,-3.867552
1386059,DES16X3wk,36.725781,-5.450542
1387017,NULL,7.922147,-43.679218
1387018,NULL,7.929651,-43.730854
1387022,DES16E1zl,7.798748,-43.190720
1387026,DES16E1bso,7.056751,-42.586285
1387027,DES16E1gtr,7.110610,-42.656876
1387028,DES16E1ze,6.867576,-42.449524
1387030,DES16E1abj,7.230750,-42.527386
1387033,DES16E1aag,8.375336,-43.255711
1387034,DES16E1bjp,7.933569,-42.768765
1387037,DES16E2zh,9.297808,-44.642433
1387038,DES16E2zi,8.874232,-43.159031
1387040,DES16E2fus,10.602963,-44.181484
1387042,DES16E2zo,10.582259,-43.816139
1387043,DES16E2bby,10.295896,-44.144894
1387044,DES16X3zj,36.453980,-3.814143
1387045,DES16X3zt,36.276127,-5.553277
1387055,DES16S1zm,42.115925,0.248081
1387060,DES16S1zn,42.908577,0.550175
1387067,DES16S2dfd,41.714573,-0.834910
1387071,DES16S2dow,40.742004,-1.015930
1387077,DES16S2aam,41.664585,-0.719301
1387078,DES16S1afy,43.138493,0.524404
1387080,NULL,40.917152,-1.104142
1387081,NULL,41.888569,-1.389450
1387093,NULL,43.476166,0.619861
1387096,DES16S1dfc,43.534138,0.570695
1387101,DES16S2afz,41.601223,-1.225280
1387116,DES16S1aad,42.185818,-0.179664
1387121,DES16S2eqe,40.604935,-0.845669
1387130,DES16C3dpo,51.616039,-27.742395
1387131,DES16S2eqd,40.777054,-1.188138
1387132,DES16S2zp,40.847866,-1.251406
1387133,DES16S2zr,40.842804,-1.244063
1387134,DES16S2zs,40.851002,-1.264571
1387135,DES16S2cny,40.856911,-1.236729
1387136,DES16S2zu,40.851456,-1.244379
1387137,DES16S2abt,40.853138,-1.209332
1387138,DES16S2eum,40.840832,-1.227554
1387140,DES16C2zw,54.532875,-28.776466
1387141,NULL,53.597454,-28.418867
1387142,DES16X1gdk,34.218800,-5.515326
1387143,NULL,33.633637,-4.573285
1387144,DES16C1zv,54.362988,-27.466944
1387162,DES16C1ajb,54.512081,-27.711649
1387166,DES16X1zy,34.080551,-4.426545
1387169,DES16C1aiw,54.830925,-26.595867
1387171,DES16C2dpp,54.390488,-29.635035
1387173,DES16X1cvt,35.017635,-4.896391
1387174,DES16C2aiu,54.836937,-29.843739
1387178,DES16C2aiv,54.499291,-29.021723
1387184,NULL,34.051601,-5.166371
1387185,DES16X1daw,35.274044,-5.024505
1387186,DES16X1att,35.279217,-5.012355
1387187,DES16X1fda,35.332546,-5.083034
1387193,DES16C3eun,52.413727,-27.579178
1388018,DES16E2zx,8.413681,-43.947025
1388019,DES16E1zz,8.414084,-43.945679
1388020,DES16E1aac,8.466994,-43.900108
1388022,DES16E1aaa,8.153153,-42.467800
1388025,DES16E1aba,7.512840,-42.081181
1388028,DES16E1gar,6.957130,-42.548740
1388029,DES16E1cvu,7.366055,-42.462914
1388031,DES16E1aab,7.016752,-42.953960
1388032,DES16E1bxu,8.682998,-42.552853
1388034,NULL,8.822594,-42.473904
1388044,DES16E2aak,9.486091,-43.329479
1388045,DES16E2aae,9.869826,-43.850277
1388046,DES16X3aaf,35.909710,-5.121244
1388047,DES16X3btz,35.924931,-5.161802
1388048,DES16X3fut,36.978325,-4.687820
1388057,DES16S1bxv,42.434979,0.072549
1388059,NULL,43.356541,0.053842
1388069,DES16S2aah,41.158279,-1.200953
1388098,DES16S2bua,40.858933,-0.538337
1388101,DES16S2aai,40.693775,-0.999032
1388103,DES16S2abm,41.179100,-1.469097
1388108,DES16C3aaj,53.359791,-27.925114
1388124,NULL,53.764839,-26.442690
1388125,DES16C1aop,53.556545,-27.286575
1388138,NULL,53.637478,-29.532352
1388144,DES16C2bcd,53.723007,-28.652763
1388160,DES16C2aal,53.745827,-28.279709
1388167,NULL,34.307552,-4.097572
1388177,DES16C3adi,51.745068,-28.304382
1389018,DES16E1aap,7.995614,-42.942654
1389022,DES16E1bbz,7.052515,-43.286221
1389029,DES16E1gts,6.552690,-43.064415
1389031,DES16E2aaw,10.133302,-43.526882
1389032,DES16E2aan,8.828818,-44.149033
1389033,DES16E2acn,10.375131,-43.821991
1389039,DES16E2eil,10.666578,-44.093315
1389045,DES16E2dpq,10.163351,-43.440384
1389046,DES16E2aao,10.195058,-43.354218
1389047,DES16E2bcb,10.218029,-43.485497
1389048,DES16E2bca,10.260474,-43.379692
1389049,DES16E2aaq,10.275889,-43.364792
1389050,DES16E2bcc,10.287732,-43.358505
1389051,DES16E2cju,10.334850,-43.438774
1389054,DES16X3aay,35.849865,-4.309932
1389074,DES16S1agd,43.083443,-0.911167
1389090,DES16S2abe,41.937065,-1.242542
1389107,DES16S1dku,42.494041,0.706536
1389128,DES16S1cjv,42.798794,-0.318781
1389129,DES16S1bxw,43.300709,-0.619761
1389130,DES16S1aar,43.371830,-0.635025
1389143,DES16C1aat,53.463287,-27.205368
1389145,DES16C1dvv,54.150330,-27.481020
1389156,DES16C1ajg,53.889545,-26.509344
1389160,DES16X1eoq,33.805756,-4.558491
1389172,DES16C1aau,54.773323,-27.149880
1389177,DES16C2ajc,55.066708,-28.799547
1389184,NULL,54.951111,-27.552635
1389192,DES16C2aiy,54.049797,-28.560598
1389193,DES16X1agh,34.238133,-4.632337
1389195,DES16C2bce,53.744625,-29.954859
1389197,DES16X1aav,34.309864,-3.957700
1389199,DES16C2ajj,55.048443,-28.848433
1389201,DES16C2aga,55.204102,-28.816198
1389207,DES16C2aax,54.932556,-28.975927
1389208,DES16C2aiz,54.392792,-29.037262
1389210,DES16C2aji,54.382717,-28.796007
1389216,DES16C2aja,54.671326,-28.397501
1389222,DES16C1ajk,54.357098,-27.897245
1389225,DES16C2adf,55.485249,-29.225756
1389228,DES16X1bjq,33.676083,-5.402844
1389229,DES16X1eim,33.679035,-5.359208
1389232,DES16X1cjw,33.700665,-5.402070
1389233,DES16X1gvq,33.748146,-5.346491
1389234,NULL,33.838005,-5.408038
1389235,DES16C3aoq,51.956307,-27.432976
1389242,DES16C3adp,53.553406,-28.416777
1389247,DES16C3cjx,52.084927,-27.906668
1389248,DES16C3dax,53.045849,-27.681671
1389259,DES16X2adg,35.704727,-6.036130
1389278,DES16X2ael,35.983376,-5.579402
1389284,DES16X2aek,35.335415,-6.025258
1389287,DES16X2aen,36.430058,-6.562505
1389288,DES16X2day,35.127987,-6.802971
1389290,DES16X2aet,35.944004,-7.032914
1389291,DES16X3aeo,36.868572,-5.000442
1389292,DES16X3aem,36.008606,-5.307665
1389297,DES16X3bit,37.225170,-4.809927
1389299,DES16X3agb,36.657780,-3.648438
1389307,DES16E1agc,7.649015,-42.175263
1389315,NULL,34.736683,-4.482557
1389316,DES16E2bcf,9.562068,-43.750500
1389317,DES16E2cuq,9.815251,-43.683163
1389320,DES16E2age,9.020752,-44.795685
1389323,DES16S2bcg,41.105389,-1.691788
1389327,NULL,9.479794,-44.478394
1389328,DES16E2dpr,10.738690,-43.557976
1389329,NULL,33.939186,-4.638420
1389330,DES16E2cez,8.521497,-44.398052
1389349,DES16S2bch,41.599312,-0.603440
1389354,DES16X1bci,34.027885,-5.503195
1389355,DES16X1daz,34.121086,-5.478302
1389362,DES16X3emv,37.085644,-4.424447
1389385,NULL,42.218342,0.765860
1389390,DES16S1agg,42.025990,0.225956
1389397,DES16S1agf,42.899689,0.582951
