CID,TRANSIENT_NAME,RA,DEC
1250082,DES13S1dzl,42.173290,0.639189
1250086,DES13S1edy,42.322308,0.720359
1250093,DES13S1bigk,43.355518,-0.437285
1250094,DES13S1atvs,43.431633,-0.353278
1250101,DES13S1auvn,43.215042,-0.207406
1250105,DES13S1bigj,43.256840,-0.270550
1250107,DES13S1rp,42.670738,-0.243796
1250111,DES13S1cxc,43.337944,-0.240531
1250119,DES13S1bigc,42.999474,-0.957899
1250120,DES13S1agz,42.918236,-0.236987
1250123,DES13S1bifz,43.041210,-0.903868
1250128,DES13S1auvq,41.771038,0.076664
1250139,DES13S1bigp,43.184330,-0.882501
1250141,DES13S1bikd,42.923012,0.685498
1250157,DES13S1btje,42.538513,-0.364849
1250159,DES13S1bikk,42.683495,0.735467
1250166,DES13S1ip,42.610859,-0.367636
1250167,DES13S1bihq,42.724289,0.783210
1250171,DES13S1dzg,42.798977,0.692149
1250173,DES13S1bikl,42.782841,0.685448
1250175,DES13S1ome,43.342678,0.784820
1250185,DES13S1biiz,43.179527,0.390603
1250187,DES13S1autw,43.217270,0.407860
1250191,DES13S1bimq,43.269024,0.480186
1250192,DES13S1bzy,42.516548,-0.606665
1250201,DES13S1bifx,41.985481,-0.453373
1250204,DES13S1bijg,41.878460,-0.110003
1250208,DES13S1bikm,43.175480,0.543155
1250211,DES13S1avnp,41.922821,0.371917
1250225,DES13S1bihy,43.623467,-0.035242
1250228,DES13S1dzv,43.699719,-0.072002
1250231,DES13S1bijj,43.875145,-0.150764
1250242,DES13S2bagp,41.788975,-0.860094
1250247,DES13S2bizh,40.197342,-1.092508
1250252,DES13S2eac,40.771198,-0.274168
1250253,DES13S2aexz,40.834797,-0.307093
1250254,DES13S2btjg,40.887192,-0.155267
1250256,DES13S2biyv,41.017036,-0.018114
1250271,DES13S2cnt,41.472187,-1.597737
1250272,DES13S2axd,41.525879,-1.633934
1250274,DES13S2cpd,41.613407,-1.542372
1250275,DES13S2bdz,41.613308,-1.613983
1250279,DES13S2cns,41.090176,-1.465227
1250281,DES13S2biyy,41.558468,-1.470254
1250283,DES13S2lh,41.641796,-1.445731
1250285,DES13S2li,41.748261,-1.444086
1250288,DES13S2cmw,41.329693,-0.550389
1250291,DES13S2awhm,41.385746,-0.074942
1250315,DES13S2ose,40.316658,-0.845125
1250322,DES13S2atvi,40.409256,-0.919311
1250325,DES13S2bjat,42.001743,-1.256688
1250329,DES13S2atvl,40.902195,-0.271073
1250332,DES13S2bjdr,41.104595,-0.177895
1250333,DES13S2atr,40.738483,-1.881350
1250334,DES13S2ji,40.744995,-1.899901
1250338,DES13S2bjhd,41.053867,-0.738345
1250340,DES13S2btjh,41.054173,-0.636091
1250344,DES13S2bjge,41.087097,-0.794833
1250346,DES13S2bjdl,41.090385,-0.798852
1250347,DES13S2ahj,41.097485,-0.674494
1250348,DES13S2bjhi,41.171894,-0.675932
1250349,DES13S2bjgg,41.154224,-0.752738
1250355,DES13S2btjj,41.607723,-0.528476
1250357,DES13S2atj,41.880974,-0.616630
1250361,NULL,41.290974,-0.681755
1250362,DES13S2bjcf,41.368401,-0.693548
1250363,DES15S2dwt,40.777622,-1.032677
1250364,DES13S2bjcg,41.377323,-0.682997
1250367,DES13S2bizx,41.451576,-0.696874
1250369,DES13S2bugf,40.832920,-1.026368
1250370,DES13S2bjci,41.485939,-0.693420
1250371,DES13S2bjae,41.479500,-0.696380
1250372,DES13S2bizv,41.458077,-0.713867
1250381,DES13X1bjqe,34.110497,-4.885689
1250389,DES13X1bjre,34.489803,-4.632074
1250397,DES13X1aws,33.929680,-5.449767
1250409,DES13X1btji,34.080570,-4.426565
1250410,DES13X1badv,34.710335,-4.961911
1250415,DES13X1bjss,34.456101,-5.625275
1250419,DES15X1lun,34.292610,-5.286282
1250424,DES13X1bacx,34.010376,-5.383778
1250431,DES13X1chi,34.642906,-4.484288
1250432,DES13X1eau,34.970997,-4.754774
1250433,DES13X1bjrv,34.609154,-5.084913
1250434,DES13X1baak,33.610443,-4.729425
1250435,DES13X1eax,33.790329,-4.626687
1250437,DES13X1eqk,34.464012,-4.119771
1250443,DES13X1uhr,33.553806,-4.497371
1250444,DES13X1tmq,34.345463,-4.628635
1250445,DES13X1bjqi,34.347160,-4.714496
1250448,DES13X1ku,33.990135,-4.143958
1250450,DES13X1bjpu,33.696934,-4.480077
1250454,DES13X1hle,35.299789,-4.535570
1250459,DES13X1bjqt,34.068245,-5.179959
1250461,DES13X1bjym,35.066605,-4.397422
1250464,DES13X1ebh,34.280579,-5.884374
1250469,DES13X2eca,35.006481,-6.283207
1250470,DES13X2baiq,35.103836,-6.292157
1250471,DES13X2okm,36.043240,-7.099578
1250475,DES13X2btjk,36.279358,-7.205535
1250477,DES13X2wfl,36.507202,-6.701602
1250482,DES13X2etg,36.423962,-6.800754
1250487,DES13X2bkac,36.307636,-7.055305
1250489,DES13X2azqq,36.540756,-6.880485
1250492,DES13X2bkby,35.526173,-7.110629
1250493,DES13X2baky,35.595509,-7.102359
1250494,DES13X2cft,36.441856,-6.028079
1250499,DES13X2bkcm,36.026775,-6.389119
1250500,DES13X2bjzr,34.851559,-6.164670
1250505,DES13X2baam,34.961384,-6.146077
1250508,DES13X2agci,35.515976,-6.618811
1250509,DES13X2cut,35.537479,-6.594270
1250515,DES13X2bkbp,35.604961,-6.293160
1250516,DES13X2ang,35.115410,-6.853852
1250522,DES13X2bkcc,35.714684,-6.335043
1250524,DES13X2alo,35.794823,-6.375922
1250526,DES13X2bkch,35.776070,-6.288342
1250532,DES13X2anu,35.564694,-6.959802
1250533,DES13X2bkag,36.221741,-5.681139
1250534,DES13X2bjzy,35.993099,-6.797500
1250541,DES13X2bkax,34.919369,-6.725986
1250543,DES13X2bjzv,36.189327,-6.649498
1250544,DES13X2cui,36.179695,-6.471746
1250545,DES13X2basj,36.210571,-6.653816
1250547,DES13X2bkav,35.140434,-5.842571
1250553,DES13X2ebz,35.351395,-6.459857
1250556,DES13X2apuu,35.382134,-6.430103
1250557,DES13X2azvd,35.253449,-6.688041
1250559,DES13X2dvx,35.874512,-5.928272
1250562,DES13X2bkay,35.114571,-6.949471
1250567,DES13X2amp,35.949246,-6.472717
1250571,DES13X2sci,36.397038,-6.122148
1250572,DES13X2cve,35.732208,-5.824711
1250577,DES13X2alr,35.750916,-5.809599
1250578,DES13X2amc,36.104046,-6.996462
1250584,DES13X2qxu,35.183495,-5.739587
1250585,DES13X2bkbm,35.214294,-5.688071
1250599,DES13X2cwc,34.889931,-6.002970
1250600,DES13X3btjm,36.076626,-5.176377
1250601,DES13X3bhvw,36.228943,-5.140568
1250602,DES13X3btjl,37.331471,-5.077330
1250603,DES13X3bhvk,36.873600,-5.171180
1250604,DES13X3bhtq,36.870483,-5.035339
1250605,DES13X3bhsf,36.162239,-5.351799
1250609,DES13X3byn,36.435101,-4.501523
1250610,DES13X3bhvv,36.037373,-4.793799
1250611,DES13X3byc,35.394321,-4.536227
1250612,DES13X3aytb,35.836681,-5.336655
1250613,DES13X3bhuh,36.416145,-5.246215
1250614,DES13X3bhum,35.961090,-5.298294
1250615,DES13X3bwx,35.859062,-4.665752
1250616,DES13X3bhur,36.792103,-3.717437
1250617,DES15X3aqj,36.489071,-4.227691
1250618,DES13X3okz,36.755837,-4.130805
1250619,DES13X3qi,36.828396,-4.526045
1250622,DES13X3bhud,35.728890,-4.585609
1250623,DES13X3bhtk,37.026226,-4.894146
1250624,DES13X3bhuf,35.855598,-4.156712
1250626,DES13X3bcyy,35.660820,-4.722894
1250627,DES13X3axsg,36.331238,-3.912276
1250628,DES13X3crp,35.833447,-5.017614
1250630,DES13X3byk,36.780899,-4.077522
1250633,DES13X3bhug,35.712025,-4.009032
1250634,DES13X3alyq,35.927948,-3.970749
1250635,DES13X3bdg,37.018444,-4.458875
1250636,DES13X3apyx,36.040505,-4.668650
1250637,DES13X3bext,36.051071,-4.620678
1250642,DES13X3amrc,36.129047,-3.792963
1250653,DES13X3wao,36.862469,-4.842338
1250663,DES13X3gez,36.368111,-4.261004
1250665,DES13X3apcg,36.713150,-4.498711
1250671,DES13X3bdh,35.525589,-4.211329
1250672,DES13X3aqru,36.281364,-5.350739
1250674,DES13X3bhwz,35.940453,-4.284214
1250675,DES13X3bhvh,36.412205,-5.367437
1250682,DES13X3cdk,36.293541,-5.055217
1250684,DES13X3haj,36.136723,-5.159306
1250688,DES13X3bhst,36.202091,-4.824177
1250689,DES13X3rnl,36.597073,-4.717876
1250691,DES13X3bhwy,35.925125,-4.003473
1250693,DES13X3cbd,36.409039,-4.352499
1250696,DES13X3cbj,36.063854,-4.494585
1250703,DES13X3ivy,35.563965,-4.374305
1250706,DES13X3bhts,35.710506,-4.385664
1250710,DES13C3tqc,52.430924,-27.702578
1250712,DES13C3acli,52.536095,-27.761269
1250715,DES13C3bfen,53.176254,-28.538828
1250720,DES13C3bba,52.990070,-28.062510
1250724,DES13C3bid,52.574375,-28.060698
1250732,DES13C3bfgj,53.201904,-27.567679
1250740,DES13C3bcla,52.366242,-28.157150
1250741,DES13C3bfgw,52.440270,-28.185238
1250744,DES13C3bfdy,51.680843,-27.702929
1250746,DES13C3bfp,51.604771,-28.450625
1250747,DES13C3vrq,52.364254,-27.377567
1250748,DES13C3fdy,52.367714,-27.326824
1250759,DES13C3vn,53.330433,-28.856356
1250761,DES13C3bfgf,51.707676,-28.149468
1250766,DES13C3aunk,53.166199,-27.301348
1250770,DES13C3bffn,53.075012,-27.510754
1250782,DES13C3aonm,53.634495,-28.199213
1250785,DES13C3avem,53.724934,-28.154377
1250788,DES13C3dvy,52.156437,-27.560619
1250790,DES13C3bfcv,51.855347,-27.907814
1250791,DES13C3rin,52.413948,-27.538105
1250794,DES13C3bfcw,51.652912,-28.013367
1250795,DES13C3bffu,53.037323,-28.749077
1250801,DES13C3dhi,53.608547,-27.913942
1250803,DES13C3arin,52.946167,-27.847559
1250806,DES13C3ekn,51.926960,-28.012095
1250810,DES13C3bha,53.222031,-28.335171
1250815,DES13C3hhr,51.970726,-27.724611
1250816,DES13C3bfeo,52.191547,-27.724625
1250820,DES13C3dir,53.113316,-28.610420
1250821,DES13C3dig,53.150726,-28.742235
1250823,DES13C3gxm,52.689018,-27.561100
1250824,DES13C3bfdh,52.956356,-27.722096
1250832,DES13C3bfin,53.272125,-27.621479
1250834,DES13C3bgj,52.965729,-28.007130
1250835,DES13C3bffx,53.641396,-27.657955
1250846,DES13C3dbp,53.170677,-28.891731
1250852,DES13C3bhg,52.148945,-28.639742
1250853,DES13C3hhb,53.174286,-27.867373
1250854,DES13C3hzy,51.773068,-28.669903
1250855,DES13C3aviw,51.808067,-28.646650
1250858,DES13C3gyg,53.266316,-28.243347
1250863,DES13C3dhs,52.224365,-27.395968
1250864,DES13C3bffl,52.761589,-28.889477
1250867,DES13C3lod,52.921211,-28.774700
1250868,DES13C3bgd,52.452816,-27.319231
1250873,DES13C3cdr,52.934216,-28.120577
1250877,DES13C3bqs,52.567238,-28.675432
1250882,DES13C3die,52.342468,-27.732790
1250889,DES13C3bffp,52.737644,-27.388638
1250895,DES13X3ija,35.683826,-4.613963
1250896,DES13X3egj,37.018997,-4.910972
1250897,DES13X3duo,36.482925,-5.397824
1250901,DES13X3bhzl,36.753975,-4.754720
1250903,DES13X3bhto,35.538929,-4.365906
1250909,DES13X3akct,36.613567,-4.082851
1250911,DES13X3beu,36.676495,-4.051947
1250912,DES13X3axxs,36.689526,-3.992602
1250914,DES13X3jkp,35.918964,-4.854371
1250915,DES13X3ezq,37.086079,-4.307776
1250916,DES13X3dnj,37.153248,-4.299087
1250917,DES13X3bhww,35.994934,-3.892906
1250921,DES13X3bhxb,36.107502,-5.448758
1250922,DES13X3bhwr,36.133965,-5.575300
1250924,DES13X3bhvd,36.437523,-4.626644
1250925,DES13X3gbl,37.094894,-4.009557
1250926,DES13X3ayqi,37.092453,-5.161473
1250933,DES13X3btjn,36.461792,-4.419374
1250934,DES13X3bhve,36.652168,-4.414170
1250937,DES13C3anzq,52.258667,-27.662998
1250938,DES13X3cde,37.445911,-4.746354
1250939,DES13X3adw,37.120674,-4.835908
1250940,DES13X3eum,37.127651,-4.906539
1250942,DES13X3bhxo,37.298668,-4.780314
1250949,DES13X3ddg,36.946415,-4.755468
1250950,DES13X3bdb,36.955776,-4.624587
1250961,DES13C3aqmw,52.950535,-27.293629
1250965,DES13X3bbh,37.137360,-5.074744
1250976,DES13C3bbud,52.148529,-27.201389
1250977,DES13X3bhwg,35.758625,-4.534822
1250979,DES13C3jcj,52.446224,-28.114161
1250980,DES13X3gfh,35.794376,-4.459983
1250988,DES13X3aeg,36.420502,-4.246950
1250991,DES13X3btjr,35.683701,-5.204400
1250993,DES13X3bbq,35.799660,-5.193158
1250994,DES13X3bhux,35.818661,-5.167036
1250995,DES13X3ivq,36.550942,-4.909050
1251000,DES13X3apkj,36.994686,-5.355260
1251006,DES13X3bhxk,36.873016,-5.191537
1251009,DES13X3bci,35.591263,-4.214006
1251010,DES13X3yzm,35.657837,-4.194543
1251011,DES13X3btjo,35.737640,-4.164220
1251016,DES13X3jci,35.394295,-4.666966
1251022,DES13C1cep,54.067162,-28.060537
1251026,DES13C1bgrm,54.769688,-26.433495
1251028,DES13C1bgvu,53.863255,-27.596252
1251036,DES13C1bgum,54.828766,-27.879938
1251037,DES13C1btjp,54.058331,-27.758062
1251038,DES13C1anvw,54.864979,-27.916151
1251045,DES13C1bgut,54.058277,-27.567659
1251046,DES13C1bgvz,55.191715,-27.194305
1251049,DES13C1bgsd,55.482987,-27.257690
1251052,DES13C1bgsv,53.638924,-26.814531
1251057,DES13C1bgwl,54.555214,-26.409979
1251060,DES13C1bgwp,54.035629,-26.578013
1251061,DES13C1ggx,54.058979,-26.608027
1251064,DES13C1axlc,53.789078,-27.227823
1251065,DES13C1bgwv,54.194977,-27.296307
1251066,DES15C1kxb,53.929756,-26.139704
1251067,DES13C1btjq,53.932632,-26.280245
1251068,NULL,53.931660,-26.137987
1251073,DES13C2bhgs,53.777882,-29.284826
1251079,DES13C2dyk,54.250355,-28.824400
1251080,DES13C2ehf,53.822456,-28.472113
1251081,DES13C2bhfv,54.020386,-28.478401
1251082,DES13C2ehc,54.016121,-28.489676
1251091,DES13C2aeq,54.753468,-28.739567
1251093,DES13C2bhiy,54.312382,-29.438679
1251097,DES13C2bhdy,55.455643,-29.189323
1251099,DES13C2bhks,55.110588,-28.572256
1251106,DES13C2dwt,54.130116,-28.400587
1251114,DES13C2dxw,53.801479,-28.814411
1251116,DES13C2hhx,54.452251,-28.642365
1251118,DES15C2aql,54.171120,-29.488392
1251119,DES13C2bhkq,55.140060,-28.678358
1251126,DES13C2dwd,54.466965,-29.334354
1251127,DES13C2qlr,54.225468,-29.181297
1251128,DES13C2bhgi,53.611546,-29.696602
1251130,DES13C2bhgb,54.604672,-28.173166
1251133,DES13C2bhik,54.674561,-28.964596
1251135,DES13C2vc,53.261803,-29.031405
1251138,DES13C3cio,51.847187,-27.949059
1251139,DES13C3btjs,52.059238,-28.003357
1251140,DES13C3bcmf,52.238937,-28.208969
1251141,DES13C3aoks,52.295540,-28.165962
1251142,DES13C3bffg,52.520878,-27.981937
1251143,DES13C3bfge,52.931690,-28.357317
1251144,DES13C3fmo,52.701412,-27.976601
1251145,DES13C3bbvh,52.942074,-28.828836
1251146,DES13C3bffe,52.463249,-27.182568
1251147,DES13C3dik,52.943584,-29.013422
1251148,DES13C3bfed,52.371159,-29.052515
1251149,DES13C3efk,52.629036,-28.338751
1251150,DES13C3bhc,53.398251,-28.374174
1251151,DES13C2bffk,53.410420,-28.560164
1251153,DES13C3wxa,53.755497,-28.169855
1251154,DES13C3avjh,53.245991,-27.727732
1251155,DES13C3dnm,52.047813,-28.774622
1251156,DES13C3ezn,53.423080,-27.739201
1251157,DES13C3bbul,53.027115,-28.530932
1251158,DES13C3bhz,51.728901,-28.080519
1251159,DES13C3atgf,51.928875,-28.295719
1251160,DES15C3bta,52.871018,-27.393517
1251161,DES13C3tae,52.865719,-27.486219
1251162,DES13C3bfgd,53.036034,-27.519999
1251163,DES13C3bfco,53.118908,-27.593679
1251164,DES13C3bgf,53.047787,-27.313702
1251165,DES13C3baj,52.581219,-27.675095
1251166,DES13C3dib,53.199673,-28.021456
1251169,DES13E1crd,7.888659,-43.812786
1251171,DES13E1czc,7.188875,-43.594269
1251172,DES13E1bfwf,7.256817,-43.453136
1251173,DES13E1bgab,8.942118,-42.524593
1251174,DES13E1bfwt,9.098522,-42.579784
1251175,DES13E1adkz,9.048411,-42.546532
1251180,DES13E1bfum,7.411902,-42.986042
1251183,DES13E1euq,7.642153,-42.889961
1251194,DES13E1hqq,6.656081,-43.123882
1251195,DES13E2aaj,9.527961,-44.703125
1251199,DES13E2bghg,8.476089,-44.512157
1251200,DES13E2anez,8.478404,-44.504425
1251203,DES15E2aqk,10.025763,-44.605396
1251208,DES13E2bgie,9.049763,-44.582848
1251225,DES13E2awgd,8.748535,-44.666557
1251235,DES13S1ecs,43.413693,-0.580149
1251258,DES13S1bihl,42.564030,-0.646689
1251265,DES13S1biic,42.154648,-0.273181
1251266,DES13S1btjt,43.012837,-0.892426
1251268,DES13S1bigl,43.118683,-0.951782
1251280,DES13S1bihr,43.164131,0.183790
1251286,DES13S1bimd,42.984856,0.063383
1251291,DES13S1mvh,43.365368,-0.485253
1251299,DES13S1bugg,42.513527,0.832385
1251306,DES13S1muq,43.647244,0.173449
1251320,DES13S1edz,43.182316,0.545802
1251324,DES15S1um,43.224785,-0.318443
1251327,DES13S1bigg,42.195538,0.618064
1251330,DES13S1bins,43.321457,0.055509
1251342,DES13S1bije,43.402817,-0.014474
1251345,DES13S1ahl,41.775009,-0.140739
1251353,DES13S1biif,41.956455,0.210604
1251356,DES13S1atsc,42.102955,0.184073
1251364,DES13S1dyz,43.184731,0.405456
1251371,DES13S1bink,42.645958,0.524345
1251375,DES13S2bjdq,40.983486,-1.562776
1251379,DES13S2bjck,41.373192,-1.724775
1251380,DES13S2atq,40.751724,-0.023926
1251381,DES13S2bek,41.070629,-0.842135
1251385,DES13S2ggt,41.012215,-1.793178
1251387,DES13S2bjda,41.168098,-1.748937
1251388,DES13S2awlj,41.175175,-1.685498
1251390,DES13S2dij,40.859295,-1.746916
1251392,DES13S2awjv,41.407578,-1.294327
1251398,DES13S2bjhq,40.923191,-1.329092
1251409,DES13S2coi,40.954784,-0.887192
1251410,DES13S2bjbz,41.468887,-0.671875
1251425,DES13S2btju,41.084267,-0.746200
1251427,DES13S2bel,41.433891,-1.831081
1251431,DES13S2vxx,41.573315,-0.296327
1251432,DES13S2ggv,41.763825,-1.637725
1251436,DES13S2auh,41.620407,-0.263056
1251443,DES13S2clr,41.096726,-0.442001
1251444,DES13S2jf,41.243477,-0.412350
1251449,DES13S2asv,40.562466,-1.406778
1251460,DES13S2bjdg,40.917542,-1.136737
1251467,DES13X1cua,34.333862,-5.660564
1251479,DES13X1djq,33.834889,-5.490580
1251487,DES13X1ecf,34.721058,-4.822014
1251489,DES13X1bjtg,34.362602,-4.262548
1251500,DES13X1bajq,34.917419,-5.392670
1251504,DES13X1ecj,33.754643,-4.693936
1251510,DES13X1gdn,34.643910,-4.992457
1251511,DES13X1cuh,34.647228,-5.024248
1251519,DES13X1azuj,33.874306,-4.298142
1251521,DES13X1btjv,34.168434,-4.097457
1251524,DES13X1bjuk,34.182442,-5.783667
1251530,DES13X1btjw,34.262077,-5.859926
1251536,DES13X2ebm,34.971920,-6.933254
1251552,DES13X2ebv,36.367436,-6.006840
1251553,DES13X2cuq,36.502750,-6.047584
1251557,DES13X2bkeh,36.045418,-6.384700
1251562,DES13X2azoa,35.473858,-5.740736
1251567,DES13X2ggd,35.234673,-5.634690
1251576,DES13X2bkcq,36.227196,-7.136795
1251581,DES13X3ddb,36.183044,-3.982143
1251582,DES13X3asda,36.865933,-4.135348
1251583,DES13X3jbx,36.220837,-5.328894
1251585,DES13X3mb,35.631016,-4.569091
1251586,DES13X3bhtz,36.258873,-3.798697
1251587,DES13X3ayry,35.642269,-4.380324
1251588,DES13X3aem,35.964981,-4.819054
1251589,DES13X3txb,36.816975,-5.510537
1251590,DES13X3gyc,36.459934,-4.556811
1251591,DES13X3hzg,36.125984,-4.971379
1251592,DES13X3aen,36.751015,-4.661150
1251593,DES13X3axzg,35.925373,-4.512452
1251594,DES13X3bhwe,35.849251,-3.931622
1251596,DES13X3eex,35.907101,-5.297949
1251600,DES13X3bdi,35.695145,-4.228140
1251601,DES13X3gbc,35.711460,-4.258393
1251603,DES13X3doo,35.795975,-4.214051
1251607,DES13X3gxp,36.581337,-4.206509
1251610,DES13X3ham,35.859882,-4.238331
1251614,DES13X3bhti,36.007946,-3.686787
1251615,DES13X3bhtj,36.150261,-3.669702
1251617,DES13X3efe,36.301765,-4.754663
1251618,DES13X3fed,36.348541,-4.165977
1251619,DES13X3bhwj,36.360954,-4.182113
1251620,DES13X3egl,36.362568,-3.797603
1251622,DES13X3fca,36.017311,-4.357007
1251624,DES13X3bhvj,35.847794,-4.502978
1251628,DES13X3efm,36.641079,-4.285131
1251637,DES13X3becw,37.052811,-4.954122
1251644,DES13X3fef,36.055676,-4.523936
1251645,DES13X3fei,36.637634,-4.341052
1251652,DES13X3egg,36.853241,-5.378987
1251663,DES13C3bfgh,52.633377,-28.210384
1251675,DES13C3dde,53.063606,-27.824371
1251683,DES13C3dje,53.244312,-28.801577
1251717,DES13C3bbvr,52.136314,-28.078159
1251720,DES15C3hab,52.957344,-28.297945
1251722,DES13C3dru,53.392681,-27.995897
1251732,DES13C3bfet,53.030369,-27.295134
1251734,DES13C3btkr,53.081001,-27.350815
1251744,DES13C3dci,52.575111,-27.793028
1251747,DES13C3bfgz,53.640759,-28.295935
1251748,DES13C3fnv,52.606113,-27.865690
1251751,DES13C3dif,53.222233,-27.639326
1251753,DES13C3btjy,53.286751,-27.693914
1251754,DES13C3bfhy,53.272572,-27.620110
1251761,DES13C3feg,53.677624,-28.136627
1251776,DES13C1bfgc,53.398029,-27.469029
1251803,DES13S2bjha,40.799336,-1.143399
1251805,DES13S2bjfb,40.813065,-1.139622
1251829,DES13C1btjx,55.158520,-27.258976
1251839,DES13C1feu,53.266731,-26.964838
1251842,DES13C2btkb,53.925953,-28.112669
1251844,DES13C2btkc,54.288410,-28.741770
1251859,DES13E2btjz,9.079680,-43.163780
1251860,DES13E2btke,9.081491,-43.161106
1251862,DES13E2btka,9.611945,-43.551289
1251866,DES13E2ayrj,9.467429,-44.695225
1251872,DES14E2zhd,9.570755,-44.455593
1251928,DES13X1awnn,34.404270,-4.877675
1251930,DES13X1bajz,34.412460,-5.618549
1251954,DES13X2bkha,36.321022,-6.350377
1251956,DES13X2btkd,35.354488,-5.576722
1251975,DES13X2ebw,35.061047,-5.824066
1251990,DES13S1htv,42.399006,0.208935
1252005,DES13S1auvw,43.452934,0.316571
1252024,DES13C1btkh,54.057869,-26.445625
1252027,DES13C1btkf,55.160164,-27.262365
1252028,DES13C1btkg,55.161919,-27.261725
1252030,DES13C1andb,54.952976,-27.907150
1252032,DES13C1axhh,54.487232,-26.666643
1252033,DES13C1ffj,54.496162,-27.690628
1252034,DES13C1eug,54.499809,-27.692717
1252035,DES13C1vqg,53.778725,-27.388334
1252039,DES13C1bgwr,54.238216,-27.806103
1252040,DES13C1amts,54.200447,-27.808723
1252043,DES13C1axli,53.894154,-27.142109
1252048,DES13C1btki,54.079346,-26.582966
1252055,NULL,52.811264,-27.652496
1252058,DES13E2btkk,9.516736,-43.652054
1252059,DES13E2btkm,10.598602,-44.145260
1252060,DES13E2btkj,10.597970,-44.144360
1252061,DES13E2btko,10.598391,-44.145824
1252070,DES13E2bugh,9.081376,-43.164452
1252089,DES13C2bhha,53.760452,-29.699942
1252091,DES13C2aer,53.885487,-29.652826
1252093,DES13C2bhkf,53.448013,-29.370138
1252102,DES13C2oxk,53.750591,-29.346115
1252104,DES13C2btkp,53.804745,-29.352335
1252112,DES13C2bhgv,54.118542,-29.717947
1252118,DES13C2bhkv,54.860653,-28.335632
1252122,DES13C2dyo,54.547638,-29.390963
1252128,DES13C2nj,54.298767,-29.763487
1252129,DES13C2lle,53.771851,-30.000156
1252137,DES13C2qny,54.927776,-29.387152
1252141,DES13C2fes,54.428978,-29.457396
1252142,DES13C2huf,53.499386,-29.534050
1252148,DES13C2bhfx,53.842442,-29.549690
1252150,DES13C2dxv,54.207523,-29.430393
1252158,DES13C2btkl,54.396038,-28.642056
1252159,DES13C2btkn,54.452679,-28.642422
1252162,DES13C2bhed,55.121586,-29.292831
1252169,DES13C3uj,51.757523,-28.004990
1252172,DES13C3bfgp,53.415146,-28.451721
1252176,DES13C3bfhw,52.424862,-28.715221
1252177,DES13C3fln,51.972351,-28.893313
1252178,DES13C3bfhx,52.044903,-28.892342
1252183,DES13C3fpd,52.745983,-28.221069
1252188,DES13C3bfgn,52.624470,-28.794334
1252199,DES13C3hwb,53.223419,-27.416075
1252216,DES13C3gmf,51.881603,-27.621143
1252218,DES13C3avqt,51.901539,-27.906948
1252222,DES13C3avhr,52.364113,-27.673340
1252225,DES13C3giw,53.215588,-28.177155
1252235,DES13C3dnz,52.136169,-27.967224
1252236,DES13C3flz,52.215801,-27.973543
1252237,DES13C3hut,52.269180,-28.083105
1252240,DES13C3nue,52.372315,-28.031788
1252242,DES13C3nxv,52.420692,-28.308344
1252250,DES13C3bfha,53.667301,-28.527609
1252251,DES13C3fny,52.004128,-27.629803
1252252,DES13C3gjd,52.064983,-27.709974
1252254,DES13C3bfnz,53.275654,-27.567495
1252256,DES13C3bfbt,53.781139,-28.185650
1252262,DES13C3bfes,53.030453,-28.075142
1252264,DES13C3atlj,51.691528,-28.315474
1252267,DES13C3bfho,53.447430,-28.739929
1252268,DES13C3hwg,53.424000,-27.459801
1252290,DES13C3cia,52.246948,-27.361885
1252293,DES13C3liw,52.286842,-27.191246
1252303,DES13E1bftr,8.247319,-43.779148
1252304,DES13E1bfxc,7.918252,-43.555779
1252313,DES13E1hba,8.332176,-43.889019
1252321,DES13E1btkq,8.243018,-42.556400
1252322,DES13E1btks,8.953826,-43.160091
1252324,DES13E1btkt,8.955547,-43.158848
1252325,DES13E1bfsw,8.442954,-43.185890
1252335,DES13E1bfwm,8.958694,-42.593948
1252342,DES13E1hbc,7.970263,-42.368027
1252351,DES13E1bul,7.839050,-43.141232
1252355,DES13E1bfzm,7.536628,-42.449284
1252360,DES13E1hbb,7.687265,-43.303570
1252364,DES13E1hbe,7.277269,-42.313549
1252441,DES13X2bkba,36.648022,-6.471808
1252442,DES15X2dwu,35.864761,-5.552724
1252443,DES13X1gsb,35.208057,-5.485656
1252449,DES13X2hbk,36.581772,-6.179125
1252451,DES13X2ann,35.152897,-6.399228
1252454,DES13X2bkhx,36.417107,-6.480589
1252457,DES13X2bkhj,36.202610,-6.039242
1252459,DES13X2bkgj,35.648144,-5.731434
1252462,DES13X2haa,36.290878,-5.764315
1252464,DES13X2gcw,35.256664,-7.011903
1252467,DES13X2alu,36.109512,-6.840334
1252468,DES13X2btku,36.113232,-6.622614
1252481,DES13X2baev,35.967278,-6.300462
1252483,DES13X2baat,36.099628,-6.386793
1252484,DES13X2gfw,35.382252,-5.945350
1252485,DES13X2bkdz,35.617222,-7.060007
1252492,DES13X2bkkb,35.649063,-7.095988
1252494,DES13X2oqx,35.277321,-6.275418
1252495,DES13X2gno,36.003037,-6.553242
1252502,DES13X2bkiq,34.630734,-6.513089
1252512,DES13C1eic,54.466454,-27.514879
1252513,DES13C1gkd,54.586571,-27.557074
1252519,DES13C1bgtx,53.865479,-26.589706
1252521,DES13C1gki,54.140781,-26.568392
1252522,DES13C1bgwi,54.797730,-27.907127
