CID,firstdetday_g,firstdetday_r,firstdetday_i,firstdetday_z
1320563,0.0,0.0,0.0,138.11799999999494
1321067,0.0,17.2699999999968,142.05799999999726,0.0
1321361,0.0,135.07400000000052,144.05999999999767,144.06299999999464
1321686,115.04400000000169,41.10099999999511,41.10299999999552,48.08499999999913
1322124,0.0,0.0,0.0,0.0
1322640,0.0,0.0,144.05999999999767,0.0
1322827,155.07200000000012,0.0,181.1490000000049,0.0
1323019,0.0,0.0,28.23200000000361,0.0
1323710,0.0,0.0,0.0,0.0
1323957,0.0,182.09799999999814,0.0,0.0
1324311,0.0,48.080000000001746,0.0,0.0
1324544,0.0,162.14700000000448,162.1490000000049,162.15200000000186
1324768,0.0,0.0,149.0749999999971,156.17299999999523
1324949,0.0,162.06400000000576,142.12099999999919,170.06099999999424
1325212,0.0,163.04200000000128,170.05200000000332,0.0
1325432,166.05099999999948,172.07599999999366,172.07800000000134,172.0809999999983
1325643,160.09099999999307,160.04599999999482,160.04799999999523,160.05099999999948
1325891,0.0,0.0,0.0,0.0
1326045,169.112000000001,169.11499999999796,169.11699999999837,174.17599999999948
1326188,0.0,0.0,0.0,0.0
1326324,0.0,0.0,169.04099999999744,0.0
1326492,0.0,0.0,0.0,0.0
1326764,0.0,0.0,0.0,0.0
1326950,0.0,0.0,0.0,0.0
1327206,0.0,0.0,0.0,0.0
1327356,0.0,0.0,0.0,0.0
1327609,177.0859999999957,0.0,0.0,0.0
1327847,0.0,0.0,0.0,179.07200000000012
1328108,0.0,0.0,181.12099999999919,0.0
1328438,160.1050000000032,0.0,0.0,160.112000000001
1328738,50.30500000000029,0.0,0.0,0.0
1328990,0.0,0.0,0.0,32.39400000000023
1329452,0.0,197.09900000000198,0.0,0.0
1273233,13.372999999999593,13.375,17.220000000001164,17.22200000000157
1276026,0.0,0.0,0.0,0.0
1277170,20.2870000000039,20.289000000004307,20.29200000000128,20.294000000001688
1277752,14.402999999998428,14.4120000000039,22.281999999999243,18.281999999999243
1277845,14.38799999999901,14.390999999995984,14.392999999996391,14.394999999996799
1277919,15.289000000004307,15.369000000006054,15.345000000001164,15.299000000006345
1277975,14.402999999998428,14.4120000000039,42.369000000006054,18.281999999999243
1278119,14.335999999995693,14.3379999999961,14.339999999996508,24.3070000000007
1278548,24.247999999999593,24.250999999996566,24.252999999996973,24.25499999999738
1278760,24.247999999999593,30.233000000000175,52.29599999999482,52.299000000006345
1279326,14.292999999997846,14.302000000003318,22.351999999998952,14.340999999993073
1279448,68.23099999999977,22.332000000002154,76.1359999999986,76.16000000000349
1279502,14.292999999997846,14.302000000003318,14.317999999999302,14.340999999993073
1279696,0.0,0.0,18.372000000003027,14.340999999993073
1280299,0.0,0.0,0.0,0.0
1280688,15.289000000004307,15.369000000006054,34.28599999999278,15.299000000006345
1280966,17.289000000004307,17.29099999999744,22.312999999994645,76.26299999999901
1281086,17.289000000004307,17.29099999999744,42.39700000000448,121.17500000000291
1281242,15.203000000001339,15.205999999998312,15.20799999999872,15.209999999999127
1281370,20.218000000000757,20.220000000001164,0.0,0.0
1281539,24.244000000006054,24.245999999999185,127.05799999999726,0.0
1281645,56.20799999999872,93.02700000000186,0.0,139.06400000000576
1281699,0.0,0.0,0.0,0.0
1281902,0.0,0.0,13.392999999996391,0.0
1282090,20.2870000000039,20.289000000004307,20.29200000000128,20.294000000001688
1282187,20.25800000000163,33.224999999998545,0.0,0.0
1282454,14.335999999995693,14.3379999999961,25.294000000001688,24.3070000000007
1282657,18.330000000001746,131.05599999999686,0.0,0.0
1282757,18.330000000001746,18.332000000002154,18.33400000000256,22.27400000000489
1282990,0.0,14.4120000000039,22.281999999999243,18.281999999999243
1283127,16.41700000000128,16.40299999999843,142.08900000000722,0.0
1283251,23.364000000001397,49.22099999999773,42.33599999999569,53.21499999999651
1283321,0.0,18.351999999998952,22.351999999998952,38.36599999999453
1283610,15.289000000004307,15.369000000006054,15.345000000001164,15.299000000006345
1283936,38.31400000000576,30.224999999998545,30.226999999998952,30.2300000000032
1284645,0.0,17.29099999999744,22.312999999994645,22.315999999998894
