CID	FLAG
1295406 2
1295685 2
1296887 2
1280507 1
1282446 6
1289352 6
1289675 4
1291202 2
1291208 2
1294678 2
1294793 2
1298089 0
1281662 6
1283943 4
1290860 2
1290925 2
1294103 2
1296007 0
1296365 2
1296656 2
1298140 2
1298250 2
1298272 2
1298641 2
1298875 2
1299018 0
1281156 1
1290991 2
1291028 2
1291481 2
1291482 6
1292003 2
1293481 2
1294894 2
1295475 2
1279630 4
1282443 6
1286127 1
1290879 2
1291217 2
1292018 2
1292808 0
1280512 1
1290867 2
1290868 2
1291766 2
1294001 2
1297020 0
1299119 2
1299154 0
1299174 2
1299762 0
1294778 2
1296353 2
1296919 2
1298586 2
1298953 2
1299132 2
1299251 2
1299389 2
1299452 2
1299610 0
1299667 0
1300087 2
1281027 6
1281030 4
1282021 4
1282572 1
1290371 2
1290375 2
1291469 2
1291472 0
1292132 4
1295940 0
1279730 4
1280581 1
1290872 2
1290873 2
1290898 2
1290899 2
1291730 6
1293287 2
1294449 0
1294673 2
1297305 2
1297393 2
1297836 0
1297938 2
1298777 2
1298811 0
1299047 2
1299054 2
1299125 2
1299172 2
1299299 2
1299316 2
1283261 4
1283266 4
1285512 0
1290412 2
1291170 2
1291201 2
1291819 2
1292079 2
1292389 2
1280687 0
1280688 6
1280915 0
1290967 2
1291518 0
1291519 2
1292990 2
1294215 2
1294480 3
1295485 0
1299787 2
1300172 2
1300441 2
1300611 0
1282302 1
1283653 4
1291988 2
1292459 2
1292470 2
1297064 2
1297254 0
1297537 2
1297769 2
1297772 2
1281213 0
1281216 0
1283337 4
1283900 0
1284074 0
1285935 4
1286182 0
1292922 2
1292936 2
1294453 2
1295711 2
1297376 2
1279639 1
1280995 2
1284463 0
1290030 2
1290180 2
1291348 2
1292644 2
1293117 2
1293118 2
1293122 2
1293272 0
1293273 2
1293779 2
1294125 2
1283659 6
1284132 0
1284597 1
1290093 2
1290098 2
1290116 6
1290124 2
1290125 2
1290161 2
1292293 2
1292297 2
1292302 2
1292304 2
1294080 2
1294416 2
1298834 2
1298914 2
1281116 4
1281117 6
1281239 4
1281514 4
1281531 4
1284833 4
1295422 2
1295424 2
1289630 4
1291746 0
1296801 2
1297475 2
1297532 2
1298882 2
1299034 2
1299164 2
1299792 2
1299793 2
1280684 1
1281383 4
1281412 6
1282097 4
1282380 6
1289949 2
1289950 2
1290500 2
1290501 2
1297345 2
1297602 2
1297603 2
1281316 0
1282020 5
1289970 2
1291790 2
1296368 2
1299158 2
1299791 2
1299873 2
1300189 0
1300378 2
1300379 2
1300386 2
1300425 2
1300447 0
1281902 4
1290217 2
1290219 6
1290702 0
1294501 2
1297270 2
1281589 6
1282429 0
1282661 4
1282662 4
1289694 4
1290087 2
1291936 2
1293949 2
1294991 2
1299266 2
1299771 2
1300210 2
1300234 2
1300438 2
1300445 2
1300733 2
1282256 6
1283711 1
1284817 0
1288036 0
1288965 1
1290798 2
1292834 2
1294799 0
1294800 2
1295186 4
1280130 1
1283114 4
1290763 2
1297419 2
1299077 0
1299094 2
1300424 2
1300516 2
1300829 2
1300830 2
1300905 2
1300944 0
1301041 0
1282426 4
1284901 4
1289663 4
1289664 4
1290100 2
1291315 2
1291317 2
1291318 2
1295463 2
1298680 0
1298737 2
1299232 2
1299234 2
1299437 2
1280225 1
1280288 6
1280290 4
1280970 4
1280975 4
1284567 1
1291366 2
1292706 2
1295435 2
1298599 2
1300591 2
1300635 0
1300737 2
1300846 0
1279725 4
1280011 1
1280695 1
1280759 1
1281337 1
1281926 4
1284282 1
1284657 6
1285598 4
1286332 1
1291591 2
1291597 2
1282467 4
1282656 6
1290332 2
1290760 2
1300154 2
1300190 2
1300734 2
1300832 2
1300912 2
1301324 0
1280573 1
1280801 4
1282435 1
1282713 4
1285330 6
1285834 1
1290221 2
1290224 6
1290227 2
1291525 2
1294419 2
1295279 2
1295875 2
1297061 2
1280792 4
1281177 1
1281719 4
1281974 4
1281977 6
1281981 6
1282118 6
1282601 0
1283438 4
1284083 4
1280298 4
1280299 4
1280949 1
1281627 4
1281686 4
1282632 1
1290235 2
1290237 2
1290246 2
1290248 2
1291346 2
1291943 2
1293789 2
1294686 2
1295501 2
1296088 2
1296091 2
1281894 4
1285160 4
1291140 6
1291143 2
1293083 2
1293084 2
1297060 2
1297275 0
1300590 2
1301038 2
1285153 4
1292346 2
1293809 0
1297026 2
1297063 2
1297065 2
1299715 2
1299755 2
1300146 2
1300453 2
1280124 0
1281162 0
1283159 4
1283160 4
1284102 1
1284824 1
1286159 4
1290082 2
1290085 2
1290089 2
1290384 2
1290388 2
1290491 2
1290943 2
1281167 4
1281169 5
1281516 6
1281683 6
1281691 4
1283633 2
1285108 1
1285111 0
1285113 0
1285116 1
1285124 0
1289321 4
1289937 2
1295059 0
1296173 2
1297075 2
1297249 1
1280832 1
1281867 6
1290525 2
1290780 2
1290796 2
1293282 0
1294810 2
1295794 2
1300547 0
1300853 2
1300968 2
1280665 1
1282485 4
1282744 4
1290127 2
1296662 2
1296663 2
1297595 2
1299444 2
1300166 2
1300169 0
1300498 2
1300767 2
1300776 2
1279714 4
1282430 2
1286210 4
1292730 2
1292790 2
1292989 2
1293086 2
1294257 2
1294691 2
1294961 2
1295222 0
1297057 2
1297891 0
1279605 4
1281053 4
1281377 4
1283267 4
1286200 0
1292997 2
1294674 2
1294675 2
1295082 0
1295484 2
1295874 2
1297445 0
1298350 2
1298351 2
1298671 0
1298686 0
1298904 2
1298929 2
1299188 2
1281724 0
1282751 4
1282758 4
1283957 4
1289060 0
1289084 0
1289124 0
1289125 0
1295368 0
1295446 2
1281028 4
1281036 5
1281901 6
1283294 4
1283296 0
1283466 0
1283634 4
1283830 1
1284477 5
1284612 1
1288048 0
1280039 4
1283284 4
1286104 1
1290568 2
1290768 0
1291403 2
1280357 4
1280358 4
1282612 0
1289338 4
1290755 2
1293277 2
1281565 6
1281576 4
1297648 2
1300559 0
1300639 2
1301347 2
1301350 2
1282460 0
1289325 4
1289996 2
1291153 2
1294305 2
1297598 2
1299101 2
1300580 0
1300777 2
1300798 2
1280118 6
1284323 0
1291290 2
1291392 2
1291394 2
1291395 2
1292970 0
1294669 2
1297722 0
1297723 0
1297725 0
1297726 0
1297727 0
1297728 0
1298281 2
1280393 1
1280992 6
1282585 1
1282600 0
1291196 2
1291198 2
1292269 2
1299168 2
1299170 2
1281709 6
1284335 0
1286089 4
1286172 0
1288040 1
1288042 1
1291542 2
1292677 2
1292681 2
1294636 2
1295540 2
1295541 2
1282594 0
1282771 4
1283180 4
1283998 4
1291282 2
1279983 1
1280855 0
1281413 6
1281450 0
1283171 4
1283344 4
1283448 0
1283453 0
1288878 0
1290435 2
1293319 2
1293323 0
1281633 6
1281721 0
1281997 4
1283052 4
1283210 4
1283855 4
1286040 1
1286120 1
1289075 1
1289076 1
1289077 1
1289078 0
1289080 1
1289094 1
1289100 0
1279780 6
1280379 4
1281205 0
1291223 2
1291232 2
1291236 2
1292515 2
1295280 0
1295281 2
1295282 2
1297276 2
1297625 6
1298034 2
1280833 2
1282869 1
1283148 4
1283149 4
1283782 0
1286100 4
1290241 2
1291393 2
1279640 4
1283218 4
1283318 5
1284139 4
1285366 1
1286337 1
1286410 0
1290919 2
1290920 0
1291003 2
1296084 2
1296102 2
1296103 2
1280706 1
1285827 4
1286154 1
1286175 3
1288836 1
1289666 0
1290756 2
1293165 2
1293268 2
1294342 0
1280790 4
1280894 1
1281546 4
1281660 6
1281666 4
1281872 0
1282003 4
1282734 0
1286403 3
1288844 0
1290528 2
1280125 4
1281559 6
1281562 6
1283049 6
1292349 2
1293234 2
1293955 2
1294374 2
1281046 4
1281094 4
1281096 0
1282495 4
1282611 0
1282672 4
1282673 7
1282987 5
1286091 1
1291794 4
1291978 4
1292503 0
1293163 2
1294834 2
1294866 2
1295243 2
1279623 1
1284865 0
1281833 0
1283199 4
1283560 1
1284666 4
1284904 1
1286779 1
1288701 0
1290990 2
1291016 2
1280304 6
1280306 6
1290189 2
1290191 2
1291826 2
1295488 2
1295491 2
1295627 2
1295713 2
1296282 2
1281945 4
1282105 6
1282107 6
1282182 2
1282285 1
1282386 3
1288910 0
1288911 0
1294926 2
1295575 2
1295654 2
1295697 2
1295719 0
1295869 2
1295886 2
1296172 0
1280470 1
1281397 4
1283844 0
1305299 2
1292463 2
1292525 4
1292599 2
1292601 2
1293929 3
1294685 0
1295088 0
1295345 2
1295346 2
1295349 7
1279893 1
1281689 4
1281696 6
1281700 4
1282558 6
1287941 1
1292650 2
1292651 2
1282108 6
1282230 4
1282333 0
1282335 0
1282340 0
1283734 1
1284835 4
1285966 0
1285968 0
1292228 2
1280597 4
1281585 4
1283292 0
1284587 4
1289444 6
1289445 4
1289455 4
1289574 6
1289590 0
1290807 2
1290810 2
1290812 2
1290978 2
1291302 2
1291305 2
1291306 2
1291322 2
1291969 2
1280301 6
1280307 4
1281146 6
1281396 6
1289925 2
1290128 2
1290300 2
1290309 2
1291071 2
1294713 2
1294717 2
1295377 2
1295381 2
1296076 2
1296373 0
1296625 2
1282626 1
1284125 0
1289700 6
1292188 6
1292768 2
1293814 0
1297027 2
1297330 2
1297402 2
1297403 0
1297442 2
1297456 0
1297460 2
1280283 6
1281047 4
1281153 4
1281500 4
1282315 1
1282671 4
1289366 4
1293279 0
1293280 2
1295025 2
1295190 6
1296177 2
1296250 2
1280128 4
1280649 1
1280820 4
1284066 1
1289947 2
1291993 2
1292760 2
1286741 4
1292077 2
1293391 2
1293793 0
1294637 2
1296371 2
1296374 2
1296671 2
1297881 0
1298587 2
1299532 2
1281133 4
1281904 4
1291595 2
1291809 2
1291810 2
1293820 2
1296075 2
1296244 2
1297486 2
1297500 2
1297580 2
1297581 2
1297745 2
1281240 4
1282127 5
1282659 4
1283707 1
1289306 4
1289343 4
1290954 2
1294603 2
1295362 2
1297106 2
1297225 2
1297264 2
1297365 2
1297528 2
1297667 2
1297676 2
1297696 2
1298246 2
1298494 2
1298667 2
1281690 6
1286429 5
1289341 0
1289646 6
1293345 2
1293484 2
1293951 2
1294238 2
1294241 0
1294401 2
1294628 2
1294715 0
1280839 6
1280864 0
1281558 1
1281591 4
1282075 0
1282111 0
1284595 0
1290758 2
1297157 2
1297384 2
1297741 0
1300025 2
1300295 2
1280617 1
1281568 4
1283018 2
1284011 4
1285483 0
1285484 4
1292733 2
1296592 2
1297238 2
1297878 2
1298704 2
1298902 2
1298956 0
1299143 2
1280035 0
1282328 1
1282451 0
1282480 4
1282711 4
1289376 0
1291887 2
1291889 2
1291893 2
1294418 2
1295559 2
1297202 2
1297443 2
1298730 0
1298731 2
1298831 2
1298874 2
1299128 2
1281374 4
1284830 0
1284832 0
1290007 2
1290008 2
1290010 2
1290163 2
1293495 0
1294832 2
1294907 2
1295016 0
1286400 1
1291086 2
1291090 2
1291149 2
1292564 2
1293213 2
1293943 2
1295550 2
1280772 2
1280996 6
1281000 6
1293248 2
1294014 2
1296451 2
1297133 0
1298870 0
1299619 2
1299680 0
1299706 2
1299707 2
1299728 2
1299741 2
1299781 2
1299809 2
1300220 6
1282082 0
1282084 0
1282085 0
1282415 1
1282604 1
1284881 0
1290032 2
1292231 2
1292256 2
1292261 2
1298872 2
1298946 2
1299573 2
1299585 2
1294557 2
1296160 2
1296161 2
1296354 2
1296626 2
1296766 2
1296794 2
1296949 2
1297210 2
1297268 2
1297357 0
1297427 2
1284645 4
1291815 2
1292033 2
1293110 2
1294901 0
1297128 2
1299640 2
1299653 0
1299990 0
1281135 4
1281137 4
1281261 4
1281642 0
1282618 1
1291077 2
1291320 2
1292326 2
1292329 2
1295055 2
1296739 0
1298079 2
1298659 0
1280708 0
1282095 6
1282461 4
1282463 4
1290791 2
1292972 2
1294639 2
1295467 2
1295698 2
1296107 2
1297383 0
1281601 4
1281880 4
1282645 1
1291159 2
1294809 2
1297387 0
1297495 2
1297554 2
1298050 2
1298120 2
1298124 0
1298179 2
1298684 2
1298685 2
1298688 0
1280355 4
1280445 1
1280819 4
1280967 6
1280969 6
1282743 4
1292196 2
1292634 2
1295335 0
1295337 2
1297292 2
1297422 2
1297423 2
1300431 2
1300451 0
1300471 2
1282280 1
1283119 2
1283122 4
1283394 1
1293253 2
1297138 0
1297609 2
1297673 2
1297799 0
1297815 2
1298098 2
1299301 0
1299304 0
1299744 2
1280169 0
1280714 4
1280719 6
1281533 6
1282067 4
1293464 6
1299282 2
1299501 2
1299510 2
1283205 4
1283766 1
1292022 2
1292443 2
1292667 2
1292668 2
1292669 2
1294680 2
1295265 2
1295267 2
1298758 2
1298924 2
1298939 2
1283430 0
1280058 0
1282889 4
1282975 6
1282981 2
1282982 6
1285415 0
1285417 2
1286341 4
1282583 0
1284582 1
1293758 2
1299630 6
1299632 2
1299638 2
1299688 4
1299695 0
1299753 2
1299772 2
1299775 2
1299778 0
1299780 2
1299910 2
1281254 6
1285464 1
1291717 2
1291718 2
1292155 2
1297411 2
1298669 2
1298670 2
1298682 0
1299090 2
1299357 2
1299386 0
1299601 0
1299604 0
1299820 0
1299821 0
1300101 6
1300171 2
1300201 2
1300205 2
1289453 4
1291155 2
1291156 2
1291157 2
1291288 2
1292109 4
1292510 2
1294114 0
1281835 1
1287875 0
1287997 0
1288079 1
1288094 1
1281710 0
1281757 0
1281759 0
1282762 0
1284784 6
1294319 2
1296110 2
1296612 0
1297280 2
1297429 2
1297430 2
1297620 2
1282944 4
1295811 2
1295812 0
1297031 0
1299651 2
1300258 6
1300316 0
1300343 0
1300369 2
1300403 2
1280203 0
1288869 3
1293275 2
1295555 2
1297639 2
1297742 2
1298819 2
1298823 2
1298850 6
1298851 2
1299113 2
1299248 2
1299259 2
1299643 2
1300088 2
1300152 0
1283207 4
1288265 1
1288355 2
1288388 3
1288394 1
1288553 1
1281548 6
1281549 6
1281555 5
1282610 1
1282990 4
1283243 4
1284668 4
1288119 1
1288238 1
1280071 1
1289915 2
1293182 2
1293958 2
1294324 0
1295315 2
1298739 2
1300509 0
1300538 0
1280919 1
1281127 1
1287064 1
1287066 0
1287069 1
1287705 1
1288110 1
1280063 1
1280066 0
1280966 6
1281415 0
1281418 0
1282362 0
1282560 1
1283305 4
1288658 0
1282439 4
1282648 1
1284031 0
1288311 1
1288401 0
1288417 0
1288419 0
1288539 1
1288642 0
1280877 2
1283035 4
1284089 1
1285818 0
1285820 4
1291921 2
1293035 2
1294948 2
1297890 2
1298076 2
1298944 2
1298949 2
1299328 2
1280520 1
1283118 6
1283288 6
1283399 0
1285904 4
1287404 1
1288373 1
1288706 0
1288765 6
1288766 4
1288767 4
1288833 0
1282081 4
1283281 4
1289977 2
1289986 2
1280884 1
1280887 0
1281234 4
1282093 0
1282477 0
1282514 1
1282690 0
1282693 0
1283479 1
1287783 1
1287876 0
1288065 1
1288153 1
1288317 0
1288697 1
1288698 4
1280184 4
1280208 1
1280653 1
1281077 0
1281264 6
1281439 1
1282945 6
1283319 0
1283391 4
1283720 4
1285303 0
1287265 0
1288925 1
1280271 6
1282090 4
1282388 0
1283643 4
1286086 0
1287301 0
1289004 0
1290945 2
1290948 2
1292331 2
1292334 2
1292336 2
1292337 2
1292359 2
1292360 2
1280842 0
1283367 4
1287720 2
1289027 1
1289035 0
1289049 0
1289274 1
1291111 2
1291388 2
1291885 2
1291886 2
1292119 0
1292135 4
1292446 2
1292893 2
1281365 0
1288699 4
1288743 0
1288754 5
1288796 5
1288797 0
1288961 0
1280209 6
1281206 0
1281345 2
1283007 4
1283136 6
1284596 0
1285504 4
1285610 0
1285769 4
1286579 4
1286646 4
1288234 1
1288303 1
1288308 0
1279656 4
1279659 0
1280501 1
1281242 2
1287967 1
1288347 0
1288349 0
1288352 0
1289855 6
1281854 0
1285973 1
1288990 5
1291291 0
1291972 2
1292248 2
1293104 2
1293172 2
1293227 0
1293266 2
1294106 2
1294483 2
1294510 2
1280287 6
1282281 5
1282493 4
1283320 2
1281086 4
1281090 0
1281668 4
1282106 0
1282150 6
1290040 2
1290773 0
1290775 0
1290778 0
1280781 6
1282249 4
1288928 1
1290358 2
1290359 2
1290363 2
1290999 2
1291000 2
1291912 2
1291965 2
1292032 0
1281220 0
1282454 4
1285033 0
1286077 4
1286208 0
1289883 4
1290135 2
1290809 2
1290813 2
1291564 6
1291906 2
1292013 2
1294655 2
1281617 6
1281679 4
1292876 0
1294667 2
1295469 2
1295523 2
1297483 0
1297942 2
1281676 4
1281694 4
1289022 0
1293050 2
1295356 2
1297164 2
1297214 2
1299229 2
1299231 2
1299769 2
1284687 0
1285466 1
1285539 1
1285709 0
1286174 5
1286176 1
1286445 0
1290169 2
1290171 2
1290172 2
1290176 2
1291769 0
1291770 2
1291926 2
1292066 2
1282071 1
1282157 4
1282720 4
1283404 0
1284526 0
1284802 0
1285374 0
1289669 4
1289671 2
1292174 2
1292177 0
1293075 0
1293434 2
1294801 2
1297679 2
1281879 4
1286406 4
1286788 1
1286791 1
1289323 4
1289351 4
1289995 2
1289999 2
1294909 0
1295325 2
1298550 0
1298954 0
1298999 2
1299075 0
1282442 4
1293294 2
1293296 6
1296261 0
1296361 2
1299795 2
1300021 0
1300030 2
1300181 2
1300372 2
1300762 0
1282532 4
1283206 4
1283356 0
1283373 4
1286237 2
1289880 4
1290158 2
1292333 2
1292343 0
1292593 0
1292860 2
1283260 4
1283338 4
1285319 6
1292379 2
1292382 0
1294158 2
1281249 6
1281890 6
1282709 4
1283732 1
1285060 4
1291855 2
1292100 2
1293011 2
1293013 2
1293804 2
1294647 2
1294993 2
1295722 0
1299293 2
1299294 2
1299370 2
1299372 2
1300206 2
1282830 4
1291222 2
1293786 2
1296241 2
1300013 2
1300466 2
1301375 2
1301628 2
1301629 2
1283280 6
1289373 0
1292943 2
1293143 0
1293249 2
1293795 2
1293938 2
1294929 0
1281364 4
1281367 4
1281535 4
1282649 1
1289944 2
1291105 2
1291580 2
1291581 2
1292394 2
1292396 2
1292397 2
1292398 2
1294335 2
1294820 2
1295968 2
1300178 2
1289414 4
1286164 1
1286345 1
1286346 1
1289415 4
1289423 6
1291771 2
1292687 2
1295448 2
1297029 2
1300212 2
1300213 2
1300495 2
1300521 2
1300581 0
1300583 0
1281672 4
1281675 6
1286529 0
1291799 4
1291846 2
1291847 2
1291848 2
1292035 2
1295830 0
1297424 2
1297425 2
1299073 2
1299171 2
1282113 5
1282980 4
1290733 2
1292040 2
1294930 2
1294960 2
1295207 2
1295318 0
1295358 2
1295800 2
1295899 2
1296912 2
1297155 2
1297206 0
1297207 2
1297208 0
1297409 2
1297410 0
1281398 4
1281401 4
1282625 0
1283169 4
1291939 2
1292199 2
1295744 2
1297091 2
1297652 0
1299720 0
1299721 2
1281371 2
1281375 4
1281376 0
1282437 0
1284629 4
1290029 2
1290031 2
1290736 2
1296064 2
1298665 0
1300809 2
1300836 2
1285035 4
1285078 4
1292983 2
1292998 2
1295092 0
1296615 0
1296759 2
1297821 2
1301397 2
1301598 0
1285259 4
1286463 1
1286467 0
1290323 2
1290770 2
1291095 2
1291097 2
1291854 2
1292750 0
1293210 2
1297466 2
1297481 0
1297482 2
1281928 0
1281929 1
1282695 0
1282701 0
1283194 1
1290264 2
1290267 2
1291786 4
1282455 4
1289039 1
1300468 2
1301733 0
1301815 0
1282408 0
1283302 6
1295605 2
1298340 2
1299046 6
1299466 2
1299758 2
1281649 6
1282221 0
1283213 0
1283215 3
1283933 0
1284576 4
1286153 0
1290033 2
1294694 0
1297717 2
1297793 2
1297866 2
1297926 2
1297927 2
1281212 0
1282282 1
1282434 4
1282436 4
1282808 4
1292136 4
1292227 2
1292229 0
1293240 0
1293241 0
1293242 0
1293377 2
1295833 2
1296911 2
1297415 2
1299627 2
1300227 2
1283271 5
1283663 4
1294661 2
1294872 2
1294873 2
1298891 2
1298922 0
1300510 2
1300826 2
1301630 2
1301819 2
1301822 0
1301848 0
1301922 2
1301937 2
1301945 0
1282825 4
1291224 2
1292748 0
1293065 2
1297042 4
1297704 2
1298673 0
1298719 2
1281876 6
1286149 6
1286151 4
1292519 2
1292709 2
1295147 0
1297505 2
1298313 2
1298422 2
1298879 2
1281043 7
1281045 6
1283917 2
1291228 2
1291229 2
1298662 2
1300664 0
1300692 2
1300828 2
1300835 2
1300916 2
1282427 1
1283115 6
1283127 6
1283622 2
1291239 2
1291240 2
1291241 2
1295417 2
1296156 2
1297354 2
1298399 2
1298893 2
1299416 2
1299428 2
1299682 2
1299697 0
1299699 0
1281267 4
1293460 0
1293468 2
1295583 2
1297465 2
1299723 2
1302069 0
1302477 4
1302199 2
1302210 2
1302548 4
1302550 4
1281120 4
1281122 2
1281866 6
1282755 6
1290816 2
1291681 2
1291683 2
1292236 2
1293267 2
1296613 0
1299145 2
1299163 0
1299167 2
1299725 2
1299764 2
1299765 2
1299766 2
1300103 2
1281289 0
1281593 6
1282403 0
1283599 0
1283604 0
1284811 4
1293021 2
1293022 2
1293939 0
1297623 2
1299327 2
1299892 2
1301224 0
1301428 2
1282098 4
1282100 6
1293813 0
1296527 0
1296545 2
1296547 2
1297375 2
1281119 4
1282488 4
1282807 0
1284581 1
1286936 1
1287139 1
1291953 2
1281667 2
1281845 0
1282727 0
1283526 4
1283740 1
1284265 1
1290844 2
1290853 2
1292315 2
1292316 2
1292322 2
1292870 2
1293202 2
1281341 1
1289417 4
1289425 4
1291700 2
1291918 2
1292084 2
1295427 2
1295429 2
1297068 2
1299579 2
1299727 2
1281244 6
1281334 1
1281886 4
1281893 4
1292195 4
1294821 0
1298660 2
1301960 2
1301966 0
1301976 2
1302016 0
1281016 4
1289965 0
1289966 2
1289967 2
1290779 2
1290781 2
1293263 0
1295317 2
1297484 2
1297850 2
1297852 2
1297862 2
1297895 2
1299155 0
1299318 2
1299687 0
1299817 2
1300954 2
1300955 2
1301476 0
1289490 4
1292010 2
1298339 2
1300439 2
1300458 0
1300461 0
1300744 2
1300808 2
1300838 2
1300901 0
1281561 4
1282416 0
1282784 4
1289724 4
1289730 6
1290073 2
1290074 2
1290076 0
1299489 2
1300787 2
1301087 0
1301488 0
1301603 2
1301604 0
1281085 6
1284836 0
1284837 6
1291601 2
1291603 2
1291927 0
1295431 2
1295432 2
1295845 0
1297880 2
1300594 2
1302027 2
1302044 2
1302064 2
1302089 2
1302095 2
1302109 4
1302110 4
1282110 0
1282674 2
1289714 4
1289715 4
1292029 2
1297729 0
1300444 0
1301647 2
1301905 0
1301909 2
1302185 2
1282999 4
1284639 6
1285527 0
1285786 1
1286792 4
1286824 1
1287610 0
1288092 2
1288874 0
1288877 1
1297759 2
1298799 2
1301666 2
1301710 2
1301786 0
1301789 2
1282799 4
1290995 2
1294474 2
1294538 2
1298862 2
1298864 2
1300493 2
1301696 2
1302117 4
1302123 2
1302127 2
1302131 2
1302151 2
1302155 0
1281017 6
1282599 1
1287245 0
1287424 0
1283106 0
1288044 1
1291024 0
1292234 2
1292271 0
1293258 2
1293286 2
1293421 0
1296864 2
1300317 2
1300482 0
1284492 1
1286203 4
1289023 0
1289066 0
1289137 0
1289166 1
1289200 0
1282445 2
1285356 0
1286760 0
1286764 0
1289301 0
1290017 2
1290018 2
1290019 2
1282325 0
1282956 4
1282966 4
1284929 4
1289126 0
1289129 0
1289470 4
1290643 2
1289624 6
1290744 2
1290793 2
1292151 6
1293024 2
1293026 2
1293028 2
1297369 2
1298952 2
1298971 0
1298975 0
1300484 0
1300489 2
1301345 2
1301400 0
1301431 2
1286464 0
1289201 1
1289208 0
1290394 2
1290593 2
1291593 2
1291596 2
1291902 2
1292751 2
1293208 2
1294665 0
1295761 0
1297156 0
1298978 2
1281048 6
1281050 6
1283963 0
1284680 0
1285985 1
1286799 4
1290850 2
1291875 2
1281646 4
1282360 4
1282665 4
1283610 2
1283934 0
1286326 4
1288858 0
1289051 1
1289055 0
1289058 5
1289658 4
1289662 4
1291059 2
1286196 0
1286695 4
1286705 4
1293952 2
1296026 2
1296360 2
1297398 0
1283651 0
1291101 2
1291387 2
1291958 2
1293966 2
1295249 2
1281939 4
1282605 0
1283798 4
1292303 2
1292384 2
1292386 2
1293488 0
1294540 2
1294542 2
1295873 2
1298451 2
1298740 2
1298743 2
1299111 2
1299258 2
1281172 0
1281350 4
1281907 4
1282565 6
1283364 4
1283882 5
1286198 4
1291696 2
1281932 6
1283272 4
1283276 2
1286134 1
1286434 4
1286446 1
1286803 0
1290590 2
1291873 2
1294131 2
1294134 2
1294493 2
1295691 2
1299685 0
1281388 4
1281460 0
1281463 0
1281983 6
1282441 6
1283162 4
1284454 0
1284819 4
1285379 0
1290740 2
1295233 2
1295376 2
1295751 0
1296357 2
1296802 2
1297235 0
1283240 2
1284069 0
1285470 1
1285632 1
1286194 4
1286502 4
1293945 2
1297616 2
1299377 2
1281098 4
1281101 2
1281285 4
1282057 0
1282116 6
1283892 1
1284782 4
1286205 4
1292900 2
1294712 0
1294769 2
1296108 2
1296553 0
1281246 6
1281281 4
1289759 4
1291031 2
1291032 2
1291033 2
1291034 2
1292308 2
1292319 2
1292433 2
1293310 2
1293311 2
1294244 0
1294664 2
1296045 2
1282070 6
1283414 4
1289346 4
1289347 4
1289873 6
1291767 2
1291797 2
1292226 2
1292281 2
1292288 2
1292290 2
1292294 2
1292313 2
1292332 2
1292884 2
1294094 2
1294816 2
1294817 0
1281288 4
1282014 4
1282124 4
1289447 6
1295067 0
1295185 0
1281492 1
1282974 6
1286431 0
1286435 1
1286556 4
1286558 4
1290837 2
1291391 2
1294621 2
1296622 2
1296934 2
1297041 2
1297049 2
1282948 1
1284448 1
1288882 0
1288883 4
1292659 2
1292910 2
1294710 2
1294711 0
1295024 2
1298389 2
1299130 2
1300440 0
1300931 2
1282154 7
1282207 6
1282288 1
1282444 6
1283244 6
1283476 0
1291249 2
1291712 2
1291713 2
1291715 2
1292755 2
1292915 2
1295205 2
1295216 2
1296122 0
1296273 2
1282578 0
1285030 4
1285555 1
1285772 4
1289029 1
1289617 4
1290146 2
1290148 2
1290150 0
1290151 2
1291897 2
1293198 2
1295200 0
1282789 1
1293147 2
1293214 2
1294653 2
1295278 2
1295288 2
1296837 2
1296874 2
1297177 4
1297288 2
1297386 2
1297579 2
1283298 4
1283598 1
1284121 1
1286342 0
1291516 2
1296618 2
1298369 2
1298371 2
1298932 2
1299178 0
1299179 0
1299189 2
1299192 2
1300687 2
1301147 2
1301151 0
1301213 0
1282377 0
1283063 1
1283104 0
1283251 4
1288885 1
1290036 2
1290092 2
1290096 2
1291559 2
1295522 2
1297273 2
1297350 2
1297377 2
1297379 0
1297765 2
1281110 0
1281321 1
1286421 4
1293006 2
1294528 2
1295234 0
1295534 2
1296515 2
1296757 2
1297053 2
1297098 2
1281521 6
1291513 2
1291517 2
1294460 0
1295512 2
1295527 2
1296432 0
1296776 2
1285471 1
1286703 0
1289635 4
1295454 2
1295686 2
1295714 0
1297556 2
1300465 2
1301243 2
1301317 0
1301346 0
1281656 2
1283278 4
1283428 4
1285203 1
1290510 0
1291441 2
1291484 2
1291486 2
1291487 2
1291488 2
1281653 2
1281654 6
1282060 0
1295624 2
1297287 2
1297342 2
1297449 2
1297454 2
1297731 2
1281613 4
1281615 4
1285524 6
1286204 0
1291928 2
1294953 2
1295256 2
1297250 2
1297271 0
1297514 2
1297574 6
1298241 2
1298245 2
1298491 2
1298725 2
1298763 2
1299202 2
1299279 2
1299280 2
1284592 4
1291709 0
1291711 2
1293383 2
1295465 2
1296372 2
1296375 2
1299439 2
1281868 2
1281869 6
1282018 4
1289369 6
1289371 0
1289372 6
1289374 4
1292954 2
1293174 2
1293175 2
1295382 2
1296162 2
1296397 2
1297169 2
1297967 2
1297992 2
1298384 2
1298570 2
1281523 4
1281525 4
1282655 6
1282796 0
1283204 4
1286413 0
1290039 2
1291560 2
1296150 2
1297281 2
1297283 2
1297860 2
1281560 0
1288952 0
