CID,peakmag_g,peakmag_r,peakmag_i,peakmag_z,peakmjd_g,peakmjd_r,peakmjd_i,peakmjd_z
1334554,23.311447840781625,24.119929812906587,24.030458021773487,21.967601027408158,57276.31,57325.108,57325.11,57325.113
1334715,22.65664416658914,23.745264580501765,23.055726267344166,22.984957292476984,57327.085999999996,57325.182,57327.095,57327.134000000005
1334858,24.99113326724467,23.990569170478622,23.665093479827377,23.427164363073757,57287.254,57329.195,57327.095,57359.22
1335070,23.32417659196461,22.3531759481207,22.89000373829416,22.772648700268235,57723.13,57642.102999999996,57641.094000000005,57714.067
1335263,22.80076969264502,22.23095767502054,22.65626795861422,22.66343829676758,57297.187000000005,57303.154,57303.155999999995,57389.155999999995
1335428,24.4882759489491,24.82186030579676,24.69971732148079,24.1901174811427,57268.254,57378.045999999995,57349.244000000006,57359.22
1335612,23.104632393522692,23.50294169063498,22.81066886682358,21.741631805188547,57319.263,57298.334,57315.195999999996,57297.153
1335717,22.22655992148906,21.96726862186879,21.953398696465378,22.315337692742503,57345.255,57345.264,57345.28599999999,57346.045999999995
1335858,22.04161182434872,20.63616150175949,23.402878688910793,-99.9999,57653.346,57695.081,57714.294,-99.9999
1336009,23.057702492894883,22.370672009850377,22.264259006486576,22.39691317207142,57340.062999999995,57342.024000000005,57347.081,57342.028
1336310,22.221003687799016,22.726002963081918,22.843955917589714,22.706735228023632,57627.35,57645.075999999994,57638.098,57627.36
1336553,23.45815498304056,23.34133664027222,23.31908563941479,22.807291858373375,57681.177,57625.289000000004,57723.081,57723.087
1336784,25.341573871428537,25.583094439094648,-99.9999,22.285347065528875,57427.062999999995,57298.334,-99.9999,57303.136
1336925,24.137988110612582,23.202044809432284,22.974586788642124,22.847165043921912,57250.33,57339.297,57250.334,57345.319
1337174,23.57483995496332,23.482327969999176,23.05971868296524,23.75954467685683,57759.062999999995,57627.352,57740.047999999995,57686.014
1337252,23.663253463612214,23.51914166354489,24.019313096070146,23.429794347523302,57763.065,57763.067,57657.227999999996,57644.202000000005
1337366,23.313581932858085,23.4659767735747,23.971119079336738,23.73726077970885,57276.31,57265.288,57365.112,57365.115
1337541,24.498147274412187,25.013899151736194,23.872684492943147,23.622015656410525,57376.172,57378.045999999995,57356.144,57359.22
1337736,25.13970670916212,24.078167400739883,23.80726924802735,23.82831952213463,57373.064000000006,57355.17,57355.185999999994,57366.075999999994
1337950,25.18730018918177,24.818823794240267,24.094878205713215,23.854085355596848,57376.172,57356.079000000005,57356.144,57365.136
1338099,23.06152007075847,22.98742087924822,22.982583949423674,20.413995931574366,58057.013,58057.029,58099.148,58026.054000000004
1338288,21.320231242651097,21.165506325399193,21.222130553763066,21.37445423450003,57365.051,57379.060999999994,57379.062999999995,57379.066
1338460,21.131147784450953,23.635804625519935,24.630268387917877,24.804401865475835,57345.079000000005,57319.115999999995,57345.134000000005,57329.115
1338643,23.73627715395819,23.41088858289156,23.38146921663736,23.41504189046554,57297.202000000005,57304.257000000005,57355.227999999996,57339.169
1338818,22.78918714292076,23.103855778473836,23.593227220796912,21.80174540681346,57355.238,57355.24,57394.162000000004,57425.153
1338965,22.09366365862661,22.328236950770147,22.427352624788753,22.609350751020386,57999.264,58113.065,58113.068,57999.27099999999
1339166,22.35611999736367,21.838250519582136,21.91048473849474,22.085628296101465,57365.195999999996,57372.137,57372.153,57378.143
1339323,23.985652556239376,25.30444257088224,24.744001500337543,24.49575631065193,57345.079000000005,57319.115999999995,57345.134000000005,57356.032
1339446,24.283017060862566,25.007561277347385,24.918856043212678,24.01606199182603,57287.18,57297.257000000005,57339.047,57329.115
1339602,22.875438379752683,23.452475488936194,22.628173136940006,23.221515449714445,57784.05,57653.329000000005,57791.075999999994,57782.123
1339749,23.77591225551834,23.659077428304897,23.717255784337368,23.79270890124432,57355.155999999995,57297.16099999999,57301.28400000001,57286.218
1340009,23.15025860025144,23.342067386885148,23.020948793267966,22.477329309519455,57643.255999999994,57653.308,57657.386,57694.306
1340299,24.92501956155538,23.94241807115266,23.349164654965215,23.645584001221003,56990.194,57018.059,56990.199,57001.167
1340493,23.804666429748707,23.117824652002856,22.325275008732653,22.9447433283827,57303.152,57250.332,57291.195999999996,57375.053
1340711,23.24854354432521,23.865366918529535,23.61229412232375,23.653314366742066,57276.31,57396.099,57319.137,57385.070999999996
1340879,23.00944907295812,24.00116180283676,23.73350067989509,23.47593395019062,57276.31,57403.099,57299.222,57396.10400000001
1341031,23.481416059889945,23.37129614540394,22.44847536655574,23.442549104541506,57408.078,57376.057,57250.395,57426.15
1341205,23.908400920768347,23.825003394453134,23.98041844184092,24.23393743112328,57791.062999999995,57680.329000000005,57708.166,57708.205
1341413,22.630019596334783,22.902735664626164,23.12819297386803,23.140226543509062,57366.039000000004,57366.041,57373.04,57366.045999999995
1341684,24.64402633470291,25.277236186967375,24.617216671223478,24.36193938130039,57345.079000000005,57291.236,57316.102,57356.032
1341857,24.133042141854695,22.783773187068796,22.929381714580394,22.80514700163425,57372.237,57385.151,57385.153,57389.155999999995
1342110,23.95379102392144,23.25799546367166,23.088084369556977,23.2194072643474,57386.056,57387.09099999999,57385.04,57395.047
1342414,23.141068814486538,23.860490450308482,24.09653044921851,23.384996007166738,57297.202000000005,57325.21400000001,57355.227999999996,57372.12
1342636,23.033245637252367,22.69322527099043,21.452838714480677,23.564256116606572,57290.062000000005,57281.075,57281.077000000005,57297.037000000004
1342872,24.29633706700118,24.26064254726112,24.688902473608685,24.331249351516835,58122.057,58122.065,58108.08900000001,58118.070999999996
1343035,21.7255520887988,21.846902322043533,21.811145778996725,23.74653014698596,57376.055,57376.057,57376.059,57349.306
1343144,24.222258435001077,23.40655089769417,22.01288195092139,23.171693027058893,57344.03400000001,57376.042,57376.044,57400.108
1343214,25.704721925910988,24.40193905378218,24.53848433328216,23.506475126411583,57287.254,57378.045999999995,57372.153,57359.22
1343340,21.96031151134681,24.026597425090674,24.01033042191503,21.313476064463224,57266.27,57315.263,57376.059,57250.398
1343644,22.900503837825877,24.71966099329522,23.834425520735415,23.497894347100754,57372.030999999995,57379.045999999995,57235.195,57379.051
1343940,23.000907821107273,20.875470658811224,22.339416759913117,23.556471581286253,58064.202000000005,57986.323,58100.115999999995,58100.122
1344311,24.13421538235221,23.630809323613263,22.9637650467849,22.72469351083825,57396.096,57385.067,57403.100999999995,57403.10400000001
1344534,23.719323218767187,24.009196448110504,23.32153557313705,23.220334361630716,57276.31,57276.312000000005,57265.291,57372.107
1344749,23.78516434057062,24.00116180283676,23.3953979364932,23.721494925776824,57291.079000000005,57373.038,57342.026,57385.1
1345199,24.14295671341067,23.125214961536635,22.26539558271968,21.433965859670778,57376.055,57387.181,57315.265,57250.398
1345417,24.50088626729958,24.8615541715625,24.586147308194068,25.178268020605675,57389.14,57385.170999999995,57387.108,57253.282
1345551,23.670600399395845,22.716909563825872,23.1981137519355,23.83773337172275,57701.054000000004,57708.08,57644.2,57669.106
1345762,22.380547688147008,24.073902334160564,24.786416756457527,24.62587471725471,57345.079000000005,57301.294,57291.167,57402.062000000005
1346106,23.891334017278364,23.70876072377966,23.670058017830346,23.715192279188763,57265.223,57305.066,57297.047999999995,57287.075999999994
1346484,23.67318841564662,23.797253758587,22.10870283813243,22.25963754676414,56631.177,56594.107,56631.182,56631.184
1346714,23.130208729758724,23.23024460818669,23.028659945294947,21.767809876727803,57290.049000000006,57281.075,57288.057,57281.079000000005
1346956,21.68795681136543,21.581936433285424,21.571545202083374,21.887761665770345,57408.078,57408.081,57408.083,57408.085
1347091,24.768286092656272,25.62307352639183,24.4503840349391,24.165475312861936,57317.16099999999,57408.092000000004,57404.045,57406.117
1347365,23.858098332643575,23.673828382777675,23.5612510164767,23.568430803693875,57290.062000000005,57290.065,57301.051,57287.075999999994
1347586,23.04703022799084,24.569514678832675,23.020615527441063,23.292449983448186,57345.066,57396.060999999994,57303.133,57298.337999999996
1347878,23.909871811994392,23.42798076367035,22.993698504846403,22.968786167602378,57408.051,57401.062999999995,57394.045999999995,57401.068
1348283,24.19958233686442,23.51822605088296,23.689821460164946,23.29202205385036,57298.345,57291.194,57297.191,57291.199
1348472,24.56114798995808,24.22906925048422,23.806617958252573,23.455900568361997,57730.07,57636.252,57626.257000000005,57636.272000000004
1348700,24.028814480922627,23.347741485008193,23.180232296483258,23.095932038596043,57297.15900000001,57395.096,57395.098,57297.166
1349194,24.636309737787602,22.963781689863616,22.37627657016611,22.309947145541138,57718.042,57730.055,57682.02099999999,57627.37
1349336,23.746975155919813,23.102077340394366,23.44581323245155,22.74318471757544,56990.042,57051.038,57037.078,56894.223
1349469,25.723670024213042,25.085561594099506,24.7571171253851,24.309247688573066,57311.27099999999,57406.1,57403.073,57402.062000000005
1349669,22.362510346177146,21.621427280380747,21.095190362790138,20.847717781306486,57627.35,57645.075999999994,57627.35400000001,57682.01
1349843,22.809253285593766,24.79663173048967,23.11485577662074,22.00349472627572,57297.202000000005,57304.257000000005,57287.342000000004,57312.145
1349955,23.465184130360782,23.418882078369407,22.073832309035158,23.562810318740908,57297.187000000005,57291.194,57291.195999999996,57408.072
1354017,24.312297753857855,-99.9999,23.22845917208027,22.616821249002676,56590.358,-99.9999,56656.060999999994,56595.115999999995
1366187,23.5614530219641,22.522910195558307,22.60674817313802,22.567180366000755,57624.263,57614.352999999996,57614.329000000005,57614.282
1366341,24.74907363720609,22.900346839704724,23.228310518183658,22.355549558013546,57633.344000000005,57671.096,57644.2,57644.202000000005
1366501,24.047754172902113,24.221357079047422,23.938898531183806,23.85957854583093,57615.356,57627.415,57633.380999999994,57634.295
1366694,23.61991207710596,23.192654622251688,23.123574745152595,22.383957207540025,58092.060999999994,57999.304000000004,58071.182,58030.38
1367132,23.168332203878894,22.139420954773634,22.882210209179775,23.009709476740397,57670.994000000006,57627.352,57645.078,57718.035
1367290,24.69249546673494,24.084736768942847,24.25756960335867,24.17127991809867,57615.356,57627.415,57623.282999999996,57616.312000000005
1367427,23.459467844391288,23.937224618640798,23.978170847293438,23.803728054484242,57615.356,57615.399000000005,57708.166,57616.312000000005
1367607,25.394194722484123,23.66852804846616,23.788680984441665,23.23354689013427,57662.320999999996,57645.194,57625.388,57633.35400000001
1368133,22.394546013710585,21.925475542618653,21.72480748668935,22.1788402723381,57625.264,57631.294,57633.244000000006,57625.337
1368305,22.97329321540964,22.922374244578286,22.904845970350397,22.647103782243473,57772.04,57645.075999999994,57730.044,57627.36
1368520,23.277794128932438,22.234267719560854,22.376567249621175,22.26242550837887,57999.301,58008.306,58134.093,58044.306
1368684,25.577886972341513,24.116507891506146,21.757295655837535,21.853885724033375,57633.212,57780.039000000004,57627.35400000001,57638.100999999995
1370254,22.999961015626962,22.50682899735326,23.07338535783907,23.038474596744887,57629.242,57708.08,57671.098,57708.085
1370344,22.724613391574312,22.85434896981933,22.753858984640246,22.538760477563834,57638.094000000005,57633.21400000001,57638.098,57638.100999999995
1370565,23.28645186002805,23.108694986523624,22.872114124336626,22.649655484127926,58008.197,58036.23,58057.084,58064.074
1370722,23.088924484275914,21.533930955797622,20.502286468283614,19.72478894278269,58092.060999999994,58076.2,58010.231,58076.205
1370905,22.893882567860402,23.157853896322678,24.116796651136774,21.769858488446328,58117.043,58086.049000000006,58036.023,58026.054000000004
1371055,23.27097031446396,22.3025898887456,22.167590684673186,22.162088833357615,57627.363,57623.224,57627.367999999995,57645.094000000005
1372025,22.949233572509335,23.14059862918662,22.705068407936885,23.01099505026455,57627.363,57633.227,57627.367999999995,57645.094000000005
1372153,23.027688637863292,22.942227742447855,22.91820094465065,22.30767106361086,57623.412000000004,57627.380999999994,57721.056,57680.14599999999
1373063,20.935510313217918,20.31815293131833,20.10734729257843,20.26337924051621,57643.269,57643.272000000004,57643.274000000005,57643.276
1374041,23.768727609731048,22.705435676001194,23.149468413571665,23.078127336956168,57615.335999999996,57695.108,57626.294,57615.345
1376021,24.337719438518103,21.541314357374873,20.54604235409188,22.629089860029076,57633.33,57717.03,57717.032,57643.316
1376138,24.280215882309918,23.62755318769691,23.262500418132262,23.16710718717632,57781.037000000004,57642.102999999996,57642.105,57641.097
1377030,23.809370509982415,24.10041129415028,24.352210389537333,24.079375788404693,57623.272000000004,57694.126,57708.166,57708.205
1377164,23.316387870339913,25.254284303527193,23.867048275744764,22.92712667610743,57671.094000000005,57763.067,57644.2,57773.068
1380114,24.0586032274854,23.834611088119477,23.7449911383584,23.33811308832411,57641.09,57708.065,57614.212,57686.027
1381025,25.140583792290897,24.329198746953654,24.064137459438477,23.952011297732238,57653.185,57625.276,57626.257000000005,57642.35
1381136,24.21680871087737,24.07145286972472,24.2338838158444,24.257734005055603,57633.364,57627.415,57638.237,57634.295
1383019,24.791512230275874,24.79888476347238,24.922186060671088,23.909116240573354,57624.275,57763.102,57763.126,57730.138
1384072,22.064341547512196,22.68554698452352,22.125797793792653,21.888565067956414,57999.264,58097.119000000006,58004.334,58057.09
1385108,23.956320766991766,20.958181224716107,22.136232071475845,23.158291797524,57999.315,57986.323,57996.374,58064.212
1386046,21.671482376950546,21.196435565261055,20.747332702054763,20.514651610580565,57714.197,57671.117,57669.13,57771.04
1387093,23.18312086829752,22.12518260221602,21.890545209765513,22.405537645615908,58028.191,58064.205,58137.045,58057.209
1387193,22.478393131086786,22.929139879167344,24.01387079793446,22.045319602474166,58036.280999999995,58141.06,58064.251,58026.307
1389018,22.950367260529962,22.676657078825706,23.53581249053278,23.552657398221484,57627.35,57627.352,57682.007000000005,57686.014
1389195,-99.9999,22.652700469388073,22.684529877231984,22.682164605977647,-99.9999,57686.111,57660.28400000001,57644.225
1389315,23.21377743064644,23.76110446863033,24.07431883037618,22.90429437521328,56653.072,56534.206,56698.03599999999,56595.08900000001
1389429,21.476816058326378,22.67483167877689,22.22478894278269,26.124887976087734,57644.215,57644.217000000004,57643.222,57645.269
1390157,24.411494549604917,23.301930084725253,22.91965418251619,22.613477269389527,57695.078,57623.415,57660.27099999999,57623.42
1390252,23.357743073608386,23.064656879256393,23.052235878024746,23.10753540786659,58057.08,57998.227999999996,57998.23,57991.267
1390381,24.28593797331012,24.239420144535817,25.0936741723944,22.359930604784097,58057.219000000005,58092.08900000001,57998.249,58026.307
1391038,22.490056895386157,23.266540126383415,23.758333052799877,21.348958258435662,58117.057,58007.100999999995,58134.045999999995,58026.054000000004
1391172,23.21415464068084,23.219723231310958,23.722364826329468,23.801241675868944,57643.218,57791.093,57645.264,57761.064000000006
1392106,23.086443354765443,22.43940173482727,22.1974964125259,22.16999151753342,58064.051,58019.169,57999.23,58025.163
1392221,23.550512436828527,22.263036330451104,23.323666421162724,22.07419900031655,57780.037000000004,57645.09,57642.105,57641.097
1392367,23.902892876602124,23.079589159576052,22.99091344715588,22.789527299165485,57681.267,57653.280999999995,57643.274000000005,57645.240999999995
1394094,24.847689075776298,23.636484775788617,23.895840698003003,23.178060762465744,57642.100999999995,57645.09,57645.092000000004,57627.37
1395095,23.641941371283913,20.765682627690882,20.77377883594495,24.1639158888513,57653.305,57637.274000000005,57637.276,57695.1
1396085,24.265765123135587,23.92848878632011,23.24886810650209,22.14645396183478,57623.222,57780.039000000004,57641.094000000005,57627.37
1397033,24.480308446020068,23.612959698484378,23.83016620116056,24.76312361880624,58007.306,58141.06,57998.249,58052.16
1402036,24.559265293653084,22.697006765696923,23.04050894741637,22.78015540035186,57686.02,57645.09,57752.064000000006,57645.094000000005
1403020,23.864222029631083,22.537208815193974,23.724307888956613,23.82905781687596,57642.142,57641.092000000004,57627.35400000001,57666.045
1406078,23.791638084991348,22.857287201472815,23.35104134504018,23.88264792550911,57701.067,57708.094000000005,57625.253,57625.255
1408019,21.41226128485428,23.030162768020077,22.837477084891276,22.635934690714784,57257.212,57316.008,57305.055,57301.053
1409100,24.813781737535773,24.993612979628793,26.18005571843149,22.343075125462178,57626.29,57782.07,57626.294,57626.297
1411018,22.166152729074454,22.907386923606104,22.07698990869095,23.1442479022888,57643.218,57644.217000000004,57643.222,57644.225
1412070,20.075691622239408,19.82712527537805,19.724704682474183,19.807489183016624,57750.068,57740.072,57686.265999999996,57631.352
1414037,22.443929072036283,22.119126229218185,22.13220105994509,22.275943621039147,57644.215,57644.217000000004,57643.222,57644.225
1417024,24.942589483705017,21.626757603615747,23.078312269030327,21.551464238969572,57625.384000000005,57644.198,57644.2,57643.205
1418126,22.367880541497847,20.814754024763047,21.985838981570783,21.567076102740696,57625.287000000004,57645.221,57645.223,57645.227999999996
1419171,22.3191914042674,21.600648380340708,21.3932127926788,21.391529571430432,57663.157999999996,57671.117,57681.29,57681.253
1420118,22.066378713139216,23.139306668527293,22.351848989695675,21.587029079682253,57297.202000000005,57269.258,57297.206,57297.209
1421053,24.297643985003255,24.443859158301883,22.782547138669493,21.534555480522783,57641.09,57627.365999999995,57642.14599999999,57645.083
1422041,22.690802171061907,20.863523957621002,20.041825334749063,22.43571154024665,57789.032999999996,57687.168,57681.168,57686.169
1422183,24.78918501245793,24.378228160997704,24.36393194614833,24.03370799828308,57625.264,57730.185999999994,57662.165,57660.16099999999
1427020,22.83652930921452,22.174165578762484,22.092544073536416,22.12749137017863,57653.169,57653.172,57657.227999999996,57669.106
1430124,24.270246498836332,23.532463404621925,23.185547505580004,21.84874825565228,57998.125,58081.117,58081.119000000006,58026.054000000004
1430259,23.20909419159949,23.546832986815822,22.56291511237865,22.73340829976481,58057.08,58026.165,58122.105,58057.09
1431091,24.980204023386,24.430218995620628,23.78828968328079,23.501984986423672,57730.205,57653.329000000005,57660.242999999995,57668.122
1432017,23.581845769115315,22.620903492569852,22.203511586940596,22.507233329719085,57660.265999999996,57660.269,57680.144,57660.276
1432082,22.410025607658934,21.751940191583543,21.331386732186438,21.19216274133644,57653.054000000004,57653.057,57657.199,57661.075
1432230,24.227042826724027,23.23953788234378,22.94505409717822,22.9893617009044,58057.066,58004.318,58057.070999999996,57995.246
1433053,23.047731265439523,23.44963382603835,23.292247258929834,23.488948825556577,57644.215,57680.128,57644.22,57653.369000000006
1433232,23.664744271530562,22.99029930435509,22.922374244578286,23.13148990328781,57763.065,57671.096,57644.2,57643.205
1434068,23.29037947039739,23.313122634147923,23.091523618075968,22.835271822377386,58117.043,58085.099,58099.105,58086.054000000004
1434206,20.101442445142236,19.49712193086185,18.25570642085887,18.96859665226377,57633.344000000005,57781.054000000004,57643.202000000005,57781.059
1435055,24.14493077978132,23.176743723733217,20.149655484127926,21.996507189198873,57627.35,57680.005,57680.007000000005,57686.014
1436024,24.47621246364342,24.91222649263856,24.286556866875387,25.981469680464553,57701.085999999996,57655.177,57614.329000000005,57757.049000000006
1440030,22.048538508492612,27.593614995501614,25.46213526140908,-99.9999,57288.052,57265.212,57301.037000000004,-99.9999
1441038,24.01365192156949,23.77499839527262,23.28501901758353,23.531592647144553,57781.037000000004,57686.023,57633.22900000001,57682.026
1442085,24.014133507829218,23.02624211836698,23.09201047851191,23.155746480713425,57625.287000000004,57670.124,57663.310999999994,57663.314000000006
1444028,23.91873925284743,22.85974937777582,22.94155898979738,22.90626564596206,57662.239,57671.01,57671.012,57681.022000000004
1445052,20.13901542474617,20.14206779895249,19.723189114047734,19.35989025324492,58057.189000000006,58102.057,57986.305,58052.210999999996
1447074,24.08147041207269,22.761277886301087,23.01658935026362,22.287576778812532,58064.202000000005,58004.359000000004,57991.302,58100.122
1447171,22.524752514842305,20.21846189520517,20.646411860580166,21.079789171711514,57627.35,57638.096,57642.14599999999,57653.060999999994
1448097,23.33363485242053,23.77005581308958,23.723570455798544,23.24357903542519,57681.15,57644.217000000004,57660.28400000001,57680.136
1449115,24.796091697549038,24.16572704275682,23.5036802960258,23.65457144249296,57624.275,57680.329000000005,57683.189000000006,57673.279
1450112,24.520115582117512,24.40714643165291,24.411115760368112,23.916455558074926,57623.272000000004,57789.070999999996,57750.177,57694.137
1451132,21.80100372523858,24.468931668183522,24.146512621189895,22.990043514013614,57623.272000000004,57623.312000000005,57683.189000000006,57681.305
1454051,24.28307315821486,23.62994826273617,24.590233916355622,22.913789286662986,57701.026,57638.096,57694.029,57645.094000000005
1455069,24.565941855754797,23.21835470473654,22.151246813160224,21.046377488899548,57040.043,57052.037000000004,57033.044,56904.227999999996
1457019,24.478090668345907,24.25085047783245,23.963485718838626,23.684927609491417,57625.264,57671.117,57673.306,57681.253
1458029,23.66407791287273,22.823361218820978,22.740715407437953,22.282055470597108,57781.052,57671.096,57739.106,57615.42
1461070,23.522449845704248,22.842481410222636,23.00473788669251,22.401563860578815,58028.191,58008.319,58113.081,58008.327000000005
1467024,22.553647156091614,23.52806060948974,20.735233860749222,20.513413966524002,57627.35,57627.352,57680.007000000005,57751.068
1468068,23.638310921467085,24.119302456813756,24.648887029130314,24.052824754002565,57666.198,57666.327000000005,57666.342000000004,57668.122
1470066,23.41562210011723,23.247700136449282,23.15332601708912,23.329431364562858,57667.153,57681.152,57686.113,57694.194
1473039,23.609877278999043,23.19255188318285,23.758956004866107,23.3387476301028,57681.15,57680.128,57740.115999999995,57637.346
1479102,24.339490719901917,23.97639303322761,23.477695902618464,23.718522454497638,57715.11,57687.154,57671.174000000006,57681.277
1482038,24.856500456834844,22.65461419040549,24.295372094229208,24.34714033074833,57669.112,57624.371,57673.297,57686.102999999996
1484092,24.495005951042238,23.52487482713243,23.626602764143836,23.13635658858302,57671.17,57687.154,57645.236,57725.155999999995
1487031,24.43478971006044,23.680120104140144,28.69232551793751,24.626721235230214,57623.222,57641.092000000004,57781.041,57641.097
1488100,24.46070786187619,24.833998810110927,24.165173314008356,24.366715576333164,57625.264,57671.117,57791.038,57681.253
1492059,25.716420657120015,23.146195270565528,23.55615561376541,24.657010470148627,56543.31,56552.274000000005,56606.113,56547.275
1500096,24.00967606172601,24.073301010440353,22.681561258717004,22.52569708267483,57669.098,57671.096,57644.2,57708.085
1501095,24.667750575138793,24.952728889209183,24.545033938799623,24.067489988081817,57623.272000000004,57763.102,57694.282,57701.199
1502082,23.911583733468348,23.794746366283505,23.856165709183614,23.24592895138315,57681.117,57680.329000000005,57683.189000000006,57686.318
1504047,23.105750937280654,23.42476973039852,23.485983288924764,23.454304339726747,58028.177,58028.179000000004,57995.348,58053.125
1506020,24.19083866097975,22.361171937372752,22.062018029033492,22.07419900031655,58028.164000000004,58028.166,57998.388,58086.069
1512054,21.752430919820036,21.76974765379895,19.89869193388601,19.785970923820884,57772.078,57772.08,57642.299000000006,57728.055
1513052,23.24448390541704,22.19963498452972,23.577824356241038,23.12203327232356,57999.264,58026.165,58109.060999999994,58057.09
1515094,21.14814425917364,21.291959218991185,20.184967502822794,21.355219599741606,57389.14,57402.11,57425.087,57372.176
1518039,24.2517766647808,23.517006433879313,23.078978285432544,23.138035783853695,57643.269,57653.280999999995,57746.060999999994,57746.067
1522070,23.077609694661746,23.462677904333855,23.035447978708454,22.99929014442115,57702.09099999999,57746.045999999995,57756.082,57688.164000000004
1528034,23.881135946832472,23.306644297721153,22.946199802999878,22.326014737056113,57615.322,57688.157,57684.117,57694.306
1530120,22.233672865444046,21.756912245394236,22.14488712960564,22.332415900394345,57709.02099999999,57708.08,57709.026,57708.085
1531093,23.091879379224444,23.379685696103376,23.40938221969646,22.59767014810602,58007.099,57998.127,58099.148,58026.054000000004
1533038,23.627307837443393,19.738867581694272,20.090884533787893,22.213722737877816,57682.015999999996,57627.365999999995,57686.025,57662.249
1533217,23.759025243830788,23.60340854485927,22.577089476053196,23.564921830680703,57625.3,57645.234000000004,57770.069,57716.053
1536100,23.4241591802544,19.290503567712516,20.56597265748823,21.70981191290401,57329.225,57379.075999999994,57379.078,57349.306
1538023,23.84482897978264,25.117135653715223,22.550571543156323,21.630504461687952,57645.246,57779.145,57716.032999999996,57681.172999999995
1544023,23.636082817314964,21.200331614925794,22.226644325905067,22.824736754118007,58004.371,58004.373,58004.375,57995.350999999995
1547139,23.837882276091733,22.844850533975375,23.044140983391607,23.100962572903555,57709.16,57625.289000000004,57646.221,57681.184
1549124,24.529577853533258,24.035225013034758,24.362723894613676,23.71476010567575,57761.054000000004,57708.234000000004,57708.166,57714.268
1551098,23.450232824187594,23.189617653321328,23.58305215914702,22.976033383021758,57645.259000000005,57681.152,57686.113,57681.157
1553030,23.259065337447975,24.157100888682862,22.383957207540025,23.88233760433379,57702.10400000001,57709.183,57686.152,57687.157999999996
1559041,21.55441417926776,20.396085174310066,20.110359877764637,20.03822051736094,57714.254,57714.28400000001,57779.09099999999,57739.223
1559170,22.222011799482175,23.67408447528817,23.045145066223455,23.012316955390226,58028.191,58036.267,57991.302,58130.05
1560126,24.415099653763072,22.99743450772198,22.514515172294427,22.421781877807504,58026.163,58026.165,57998.23,58008.204000000005
1562061,23.12411477809323,22.871854128202312,24.520324961388194,23.95073004661389,57644.215,57680.128,57800.102999999996,57683.117999999995
1562179,21.771577873871042,23.425889964828052,21.937567273927918,23.465553958516146,58008.304000000004,58076.2,58036.218,58129.102
1565044,22.53732118000321,22.73803537804538,22.954319768256926,22.843970821823966,57999.264,58129.059,58045.102,58004.335999999996
1567062,24.19145719662395,24.15640176682692,24.229442951947444,23.84531616791231,57709.051,57715.047,57708.125,57725.115999999995
1569032,23.854917018758734,23.06379882784892,23.191648198335557,23.55529435122936,57770.064000000006,57687.154,57686.152,57715.12
1574027,23.431457331136997,22.304492543740785,22.475629360128615,22.488766656131816,57719.029,57730.042,57730.044,57730.049000000006
1575061,24.921983950431343,22.458565634327194,24.154008189509344,22.493505048200227,57653.292,57708.094000000005,57714.187999999995,57708.098
1577038,25.776217298779798,23.5300775095445,23.28604868193075,22.580182793570348,57719.045,57714.059,57730.057,57723.139
1578089,23.08289011766635,23.741476708140986,23.37831949900898,23.233077567079423,57051.144,56991.14,57044.172999999995,57066.05
1579138,22.76024253043071,24.516145028584457,24.916541147067203,25.05553099533626,57714.29,57775.15900000001,57800.081,57761.078
1585025,20.720355441226587,19.89928550266877,19.47373552329757,19.36061303339239,57687.151,57782.07,57778.066,57686.155
1589033,24.38634171658951,23.508287387258584,22.699143734578186,23.85847768214772,57999.315,57996.372,57991.302,57996.376
1590027,23.94664840424889,24.39470286498864,23.485687180272492,23.444750018150767,57688.112,57715.113,57715.115,57686.155
1591018,23.5691862803963,23.05063009271258,22.90062945267031,22.892260808944346,57673.232,57729.053,57722.04,57716.039000000004
1593044,23.675878816185467,22.160419875718297,23.092535034017466,23.03676441089149,57756.064000000006,57624.371,57645.209,57708.098
1595065,24.407272219315075,23.15507138274244,23.067619625804383,22.828712175361595,58082.075,57998.227999999996,58071.072,58109.062999999995
1596028,24.258062883149222,24.238181426540915,23.60110117663376,21.337137958379195,58057.027,58085.112,58057.030999999995,58025.072
1599041,23.62807474114739,22.957210903279318,23.86632191569266,23.91978253555479,57772.04,57642.144,57718.032999999996,57627.36
1604029,23.32936144412547,23.237009075718063,23.263530871681812,23.738856826649595,57266.27,57297.176,57276.358,57376.062000000005
1611020,23.452684344607658,23.664902988651132,23.315996443950475,23.042010385536546,57750.041,57657.225,57645.195999999996,57669.106
1614024,23.90832146987338,22.951749002117854,23.454069029120724,23.20655197070478,57686.08,57708.08,57643.202000000005,57680.117999999995
1617030,24.70756794284886,24.427139800775176,23.851556480430215,23.71595731553031,57643.28599999999,57739.139,57739.205,57739.223
1620029,24.1992707019011,23.14014822592803,23.632564310416782,23.712966762501786,58085.096,58093.119000000006,57981.208,58025.045
1622050,23.82857786819134,22.707878544091372,21.52023748283211,23.069085697937155,58129.095,58134.09099999999,58030.378,58092.070999999996
1626031,23.521225477513365,23.35039957969364,22.95389088430538,23.75577577619744,57625.3,57625.302,57687.155999999995,57710.06
1631021,23.275729167891107,23.254487568444233,23.99039778354776,23.55877229722625,57773.060999999994,57671.096,57739.106,57686.087
1635020,23.83060987188992,23.99809395598266,23.069397493462432,24.534163341867625,56614.073,56579.183,56653.09,56534.225
