CID,peakmag_g,peakmag_r,peakmag_i,peakmag_z,peakmjd_g,peakmjd_r,peakmjd_i,peakmjd_z
1284506,23.110884451358302,22.825586358854775,22.71610110802916,22.63162403937337,57756.184,57756.185999999994,57778.127,57761.064000000006
1284845,23.448853020411097,23.120397851853184,22.498264210334113,23.20721820705912,57730.1,57645.221,57633.268,57750.130999999994
1285466,23.326963569570758,22.95436926577028,23.32410700910146,23.1527118400457,58007.244000000006,58004.373,58057.317,58026.34099999999
1286082,23.117805471925926,22.130809189397254,21.16407791287273,22.648397554699628,56589.335,56589.337999999996,56589.34,56615.044
1286395,23.991469395988684,23.213567926129592,22.36586360427313,23.447526938164593,56551.26,56642.057,56642.059,56682.074
1286900,23.756121002338585,23.463626951459265,23.658067470424093,23.602239265002915,57747.113,57770.15,57778.127,57800.106
1287301,23.489326839210058,22.63538108573971,22.481163955256854,22.448061279516104,56660.115999999995,56660.119000000006,56615.027,56615.03
1287730,22.544797030929324,22.740891600609626,22.779537219548537,22.98629882933134,56891.392,56891.394,56887.395,56887.397000000004
1287959,23.16550270002036,22.222600297187803,22.431218268877974,22.11958502331111,56690.035,56697.068,56697.07,56697.073
1288124,22.219912622066424,21.65635184677336,20.78352103384624,20.285438318757663,57051.051,57030.108,56949.102999999996,56990.064000000006
1288352,23.498684003171224,21.965940016459783,23.362081853225398,22.648658984397787,57642.295,57624.371,57625.253,57673.302
1288610,22.464539006246802,23.554233067489193,-99.9999,23.763917753184003,56520.222,56567.084,-99.9999,56551.267
1288744,23.55684511603546,22.744475877443094,20.622322131825825,22.984651857581078,58036.264,58045.259000000005,57996.374,58004.365999999995
1288794,21.02142017102978,20.327860122063427,20.878221979252793,20.78535467041483,56534.233,56543.28400000001,56537.225,56536.252
1288911,24.850429045897542,24.62633637251137,22.99954812275375,23.850463716531486,56609.082,56567.187000000005,56563.248,56536.252
1289060,21.39055215269645,21.096888664852116,20.140596150635716,20.622456959231478,58015.246,58100.114,58082.191,58092.082
1289159,-99.9999,22.00604057741056,23.708727669933708,24.258062883149222,-99.9999,56956.143,56943.22,57018.064000000006
1307205,24.425923361228737,23.738856826649595,22.481057254239154,21.443976858475754,56615.081,56675.074,56567.072,56590.032
1307683,25.521194423035936,25.655130933328223,24.985119282781543,24.078724951011342,56697.079000000005,56616.087,56653.123,56654.045
1308200,25.77539647715624,24.449860599371647,24.594410690584496,24.51018171600694,56676.070999999996,56580.155,56661.102999999996,56595.165
1312562,23.361481541256925,24.333421352975208,23.45760405431458,22.929220484986722,56943.005,57049.044,56990.047,56934.346
1313577,22.826187342856933,24.633284860881187,22.458356637944497,22.373857263035674,56552.27099999999,56590.343,56590.345,56590.348
1313978,23.334571175014627,23.501438676557683,23.483643542163577,22.652563011489246,56557.069,56642.044,56567.072,56642.047999999995
1315010,23.765518672325832,23.094955014983796,23.108181577623654,23.41842660964627,56675.070999999996,56642.057,56567.085999999996,56657.052
1316121,23.83120171502518,24.418462542163045,23.692195294704398,23.806256299342213,56642.114,56635.057,56691.064000000006,56691.066
1289963,21.773188799951942,21.93201923371491,21.794237929073574,21.926051343335885,57025.043,57051.038,56990.032999999996,56916.078
1290029,22.63680873078101,22.986638722021127,22.974351478845602,22.88117631423715,56963.255,56957.147000000004,56980.233,57012.244000000006
1290100,23.12770897458897,22.56544918911829,22.328329641785253,23.396959416049185,56877.179000000004,56916.074,56916.075999999994,56990.03599999999
1290217,22.25105734770823,22.019696944670738,22.263909529955107,22.351848989695675,56953.030999999995,56990.030999999995,56949.019,56949.02099999999
1290358,22.95486436505294,23.232629766059652,22.802532845201817,22.55673150620766,57996.384000000005,58057.23,58046.13,58045.316
1290489,22.57052356923443,22.13530050882345,21.90588935590202,22.051407791887556,56885.289000000004,56912.346,56912.348,56885.299000000006
1290715,23.130655027721517,22.517997854297803,22.6292610674325,23.070113127590126,56916.070999999996,56916.074,56990.032999999996,56991.115
1290791,23.16162163707802,22.80769539206355,22.613802764215322,22.766636070454425,56887.39,56887.393,56891.39599999999,56891.399000000005
1290877,21.712174207040995,21.19030881090467,20.603855778473836,22.141370002445925,56924.140999999996,56943.007000000005,56957.01,57025.051
1290991,23.7226995891369,23.915975391690704,23.83777059590051,23.858857164240554,57054.03400000001,56891.394,56887.395,56891.399000000005
1291086,23.568721309449543,23.478417526274907,23.302180084166462,23.677515532172897,57037.074,56912.098,56903.125,57037.081
1291201,22.57087120506116,22.760863625467813,22.51014459251862,22.855689022579234,57026.09099999999,56904.223,56990.075999999994,57033.047
1291286,23.76844819489202,24.278594504015448,23.97377394999138,23.966708670289336,56916.204000000005,56957.147000000004,56960.303,56927.175
1291356,22.428368565917204,22.647999306640322,22.726069814231476,22.84783792361256,56973.143,56980.217000000004,56987.233,56966.22900000001
1291438,22.981974498829643,23.003787736807105,22.378410028918378,21.92266490428909,56990.070999999996,56987.073,56990.075999999994,57040.054000000004
1291521,23.516369451634727,23.408153571535113,-99.9999,-99.9999,56903.12,56891.38,-99.9999,-99.9999
1291623,23.026048219588937,22.96230145400159,22.95909842075573,23.132772590393536,57042.087999999996,57025.059,57025.060999999994,57037.081
1291715,24.29650744537811,23.34388459802909,22.939799366517022,22.785565425204332,56891.405999999995,56887.27,56891.41099999999,56891.414000000004
